S/N,QUESTION,OPTION1,OPTION2,OPTION3,OPTION4,ANSWER
45,"And be ye kind one to another, tenderhearted, forgiving one another, even as God for Christ's sake hath forgiven you.",EPHESIANS 4:29,EPHESIANS 4:30,EPHESIANS 4:31,EPHESIANS 4:32,4
46,"Be ye therefore followers of God, as dear children;",EPHESIANS 5:1,EPHESIANS 5:3,EPHESIANS 5:4,EPHESIANS 5:6,1
47,"But fornication, and all uncleanness, or covetousness, let it not be named among you, as becometh saints;",EPHESIANS 5:1,EPHESIANS 5:3,EPHESIANS 5:4,EPHESIANS 5:6,2
48,"Neither filthiness, nor foolish talking, nor jesting, which are not convenient: but rather giving of thanks.",EPHESIANS 5:1,EPHESIANS 5:3,EPHESIANS 5:4,EPHESIANS 5:6,3
49,Let no man deceive you with vain words: for because of these things cometh the wrath of God upon the children of disobedience.,EPHESIANS 5:1,EPHESIANS 5:3,EPHESIANS 5:4,EPHESIANS 5:6,4
50,Be not ye therefore partakers with them.,EPHESIANS 5:7,EPHESIANS 5:8,EPHESIANS 5:9,EPHESIANS 5:10,1
51,"For ye were sometimes darkness, but now are ye light in the Lord: walk as children of light:",EPHESIANS 5:7,EPHESIANS 5:8,EPHESIANS 5:9,EPHESIANS 5:10,2
52,For the fruit of the Spirit is in all goodness and righteousness and truth;),EPHESIANS 5:7,EPHESIANS 5:8,EPHESIANS 5:9,EPHESIANS 5:10,3
53,Proving what is acceptable unto the Lord.,EPHESIANS 5:7,EPHESIANS 5:8,EPHESIANS 5:9,EPHESIANS 5:10,4
54,"And have no fellowship with the unfruitful works darkness, but rather reprove them.",EPHESIANS 5:11,EPHESIANS 5:12,EPHESIANS 5:14,EPHESIANS 5:15,1
55,For it is a shame even to speak of those things which are done of them in secret,EPHESIANS 5:11,EPHESIANS 5:12,EPHESIANS 5:14,EPHESIANS 5:15,2
56,"Wherefore he saith, Awake thou that sleepest, and arise from the dead, and Christ shall give thee light.",EPHESIANS 5:11,EPHESIANS 5:12,EPHESIANS 5:14,EPHESIANS 5:15,3
57,"See then that ye walk circumspectly, not as fools, but as wise,",EPHESIANS 5:11,EPHESIANS 5:12,EPHESIANS 5:14,EPHESIANS 5:15,4
58,"Redeeming the time, because the days are evil.",EPHESIANS 5:15,EPHESIANS 5:16,EPHESIANS 5:17,EPHESIANS 5:18,2
59,"Wherefore be ye not unwise, but understanding what the will of the Lord is.",EPHESIANS 5:15,EPHESIANS 5:16,EPHESIANS 5:17,EPHESIANS 5:18,3
60,"And be not drunk with wine, wherein is excess; but be filled with the Spirit;",EPHESIANS 5:15,EPHESIANS 5:16,EPHESIANS 5:17,EPHESIANS 5:18,4
61,"Speaking to yourselves in psalms and hymns and spiritual songs, singing and making melody in your heart to the Lord;",EPHESIANS 5:17,EPHESIANS 5:18,EPHESIANS 5:19,EPHESIANS 5:20,3
62,Submitting yourselves one to another in the fear of God.,EPHESIANS 5:20,EPHESIANS 5:21,EPHESIANS 5:22,EPHESIANS 5:23,2
63,"Wives submit yourselves unto your husbands, as unto the Lord.",EPHESIANS 5:22,EPHESIANS 5:23,EPHESIANS 5:25,EPHESIANS 5:26,1
64,"For the husband is the head of the wife, even as Christ is the head of the church: and he is the saviour of the body.",EPHESIANS 5:22,EPHESIANS 5:23,EPHESIANS 5:25,EPHESIANS 5:26,2
65,"Husbands, love your wives, even as Christ also loved the church, and gave himself for it;",EPHESIANS 5:22,EPHESIANS 5:23,EPHESIANS 5:25,EPHESIANS 5:26,3
66,"That he might sanctify and cleanse it with the washing of water by the word,",EPHESIANS 5:22,EPHESIANS 5:23,EPHESIANS 5:25,EPHESIANS 5:26,4
67,"That he might present it to himself a glorious church, not having spot, or wrinkle, or any such thing; but that it should be holy and without blemish.",EPHESIANS 5:27,EPHESIANS 5:28,EPHESIANS 5:30,EPHESIANS 5:31,1
68,So ought men to love their wives as their own bodies. He that loveth his wife loveth himself.,EPHESIANS 5:27,EPHESIANS 5:28,EPHESIANS 5:30,EPHESIANS 5:31,2
69,"For we are members of his body, of his flesh, and of his bones.",EPHESIANS 5:27,EPHESIANS 5:28,EPHESIANS 5:30,EPHESIANS 5:31,3
70,"For this cause shall a man leave his father and mother, and shall be joined unto his wife, and they two shall be one flesh.",EPHESIANS 5:27,EPHESIANS 5:28,EPHESIANS 5:30,EPHESIANS 5:31,4
71,"Children, obey your parents in the Lod: for this is right.",EPHESIANS 6:1,EPHESIANS 6:2,EPHESIANS 6:3,EPHESIANS 6:4,1
72,Honour thy father and mother; (which is the first commandment with promise;),EPHESIANS 6:1,EPHESIANS 6:2,EPHESIANS 6:3,EPHESIANS 6:4,2
73,"That it may be well with thee, and thou mayest live long on the earth.",EPHESIANS 6:1,EPHESIANS 6:2,EPHESIANS 6:3,EPHESIANS 6:4,3
74,"And, ye fathers, provoke not your children to wrath: but bring them up in the nurture and admonition of the Lord.",EPHESIANS 6:1,EPHESIANS 6:2,EPHESIANS 6:3,EPHESIANS 6:4,4
75,"Not with eyeservice, as menpleasers; but as the servants of Christ, doing the will of God from the heart;",EPHESIANS 6:6,EPHESIANS 6:8,EPHESIANS 6:10,EPHESIANS 6:11,1
76,"Knowing that whatsoever good thing any man doeth, the same shall he receive of the Lord, whether he be bond or free.",EPHESIANS 6:6,EPHESIANS 6:8,EPHESIANS 6:10,EPHESIANS 6:11,2
77,"Finally, my brethren, be strong in the Lord, and in the power of his might.",EPHESIANS 6:6,EPHESIANS 6:8,EPHESIANS 6:10,EPHESIANS 6:11,3
78,"Put on the whole armour of God, that ye may be able to stand against the wiles of the devil.",EPHESIANS 6:6,EPHESIANS 6:8,EPHESIANS 6:10,EPHESIANS 6:11,4
79,"For we wrestle not against flesh and blood, but against principalities, against powers, against the rulers of the darkness of this world, against spiritual wickedness in high places.",EPHESIANS 6:12,EPHESIANS 6:13,EPHESIANS 6:14,EPHESIANS 6:15,1
80,"Wherefore take unto you the whole armour of God, that ye may be able to withstand in the evil day, and having done all, to stand.",EPHESIANS 6:12,EPHESIANS 6:13,EPHESIANS 6:14,EPHESIANS 6:15,2
81,"Stand therefore, having your loins girt about with truth, and having on the breastplate of righteousness;",EPHESIANS 6:12,EPHESIANS 6:13,EPHESIANS 6:14,EPHESIANS 6:15,3
82,And your feet shod with the preparation of the gospel of peace;,EPHESIANS 6:12,EPHESIANS 6:13,EPHESIANS 6:14,EPHESIANS 6:15,4
83,"Above all, taking the shield of faith, wherewith ye shall be able to quench all the fiery darts of the wicked.",EPHESIANS 6:15,EPHESIANS 6:16,EPHESIANS 6:17,EPHESIANS 6:18,2
84,"And take the helmet of salvation, and the sword of the Spirit, which is the word of God:",EPHESIANS 6:15,EPHESIANS 6:16,EPHESIANS 6:17,EPHESIANS 6:18,3
85,"Praying always with all prayer and supplication in the Spirit, and watching thereunto with all perseverance and supplication for all saints;",EPHESIANS 6:15,EPHESIANS 6:16,EPHESIANS 6:17,EPHESIANS 6:18,4
