S/N,QUESTION,OPTION1,OPTION2,OPTION3,OPTION4,ANSWER
19,"Blessed are ye, when men shall revile you, and persecute you, and shall say all manner of evil against you falsely, for my sake.",MATTHEW 5:11,MATTHEW 5:12,MATTHEW 5:13,MATTHEW 5:14,1
20,"Rejoice, and be exceeding glad: for great is your reward in heaven: for so persecuted they the prophets which were before you.",MATTHEW 5:11,MATTHEW 5:12,MATTHEW 5:13,MATTHEW 5:14,2
21,"Ye are the salt of the earth: but if the salt have lost his savour, wherewith shall it be salted? it is thenceforth good for nothing, but to be cast out, and to be trodden under",MATTHEW 5:11,MATTHEW 5:12,MATTHEW 5:13,MATTHEW 5:14,3
22,Ye are the light of the world. A city that is set on an hill cannot be hid.,MATTHEW 5:11,MATTHEW 5:12,MATTHEW 5:13,MATTHEW 5:14,4
23,"Neither do men light a candle, and put it under a bushel, but on a candlestick; and it giveth light unto all that are in the house.",MATTHEW 5:15,MATTHEW 5:16,MATTHEW 5:18,MATTHEW 5:19,1
24,"Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven.",MATTHEW 5:15,MATTHEW 5:16,MATTHEW 5:18,MATTHEW 5:19,2
25,"For verily I say unto you, Till heaven and earth pass, one jot or one tittle shall in no wise pass from the law, till all be fulfilled.",MATTHEW 5:15,MATTHEW 5:16,MATTHEW 5:18,MATTHEW 5:19,3
26,"Whosoever therefore shall break one of these least commandments, and shall teach men so, he shall be called the least in the kingdom of heaven: but whosoever shall do and teach",MATTHEW 5:15,MATTHEW 5:16,MATTHEW 5:18,MATTHEW 5:19,4
27,"For I say unto you, That except your righteousness shall exceed the righteousness of the scribes and Pharisees, ye shall in no case enter into the kingdom of heaven.",MATTHEW 5:20,MATTHEW 5:22,MATTHEW 5:28,MATTHEW 5:29,1
28,"But I say unto you, That whosoever is angry with his brother without a cause shall be in danger of the judgment: and whosoever shall say to his brother, Raca, shall be in danger",MATTHEW 5:20,MATTHEW 5:22,MATTHEW 5:28,MATTHEW 5:29,2
29,"But I say unto you, That whosoever looketh on a woman to lust after her hath committed adultery with her already in his heart.",MATTHEW 5:20,MATTHEW 5:22,MATTHEW 5:28,MATTHEW 5:29,3
30,"And if thy right eye offend thee, pluck it out, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be",MATTHEW 5:20,MATTHEW 5:22,MATTHEW 5:28,MATTHEW 5:29,4
31,"And if thy right hand offend thee, cut it off, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be",MATTHEW 5:30,MATTHEW 5:32,MATTHEW 5:34,MATTHEW 5:35,1
32,"But I say unto you, That whosoever shall put away his wife, saving for the cause of fornication, causeth her to commit adultery: and whosoever shall marry her that is divorced c",MATTHEW 5:30,MATTHEW 5:32,MATTHEW 5:34,MATTHEW 5:35,2
33,"But I say unto you, Swear not at all; neither by heaven; for it is God's throne:",MATTHEW 5:30,MATTHEW 5:32,MATTHEW 5:34,MATTHEW 5:35,3
34,Nor by the earth; for it is his footstool: neither by Jerusalem; for it is the city of the great King.,MATTHEW 5:30,MATTHEW 5:32,MATTHEW 5:34,MATTHEW 5:35,4
35,"Neither shalt thou swear by thy head, because thou canst not make one hair white or black.",MATTHEW 5:36,MATTHEW 5:37,MATTHEW 5:39,MATTHEW 5:44,1
36,"But let your communication be, Yea, yea; Nay, nay: for whatsoever is more than these cometh of evil.",MATTHEW 5:36,MATTHEW 5:37,MATTHEW 5:39,MATTHEW 5:44,2
37,"But I say unto you, That ye resist not evil: but whosoever shall smite thee on thy right cheek, turn to him the other also.",MATTHEW 5:36,MATTHEW 5:37,MATTHEW 5:39,MATTHEW 5:44,3
38,"But I say unto you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you;",MATTHEW 5:36,MATTHEW 5:37,MATTHEW 5:39,MATTHEW 5:44,4
39,"That ye may be the children of your Father which is in heaven: for he maketh his sun to rise on the evil and on the good, and sendeth rain on the just and on the unjust.",MATTHEW 5:45,MATTHEW 5:48,MATTHEW 6:1,MATTHEW 6:3,1
40,"Be ye therefore perfect, even as your Father which is in heaven is perfect.",MATTHEW 5:45,MATTHEW 5:48,MATTHEW 6:1,MATTHEW 6:3,2
41,"Take heed that ye do not your alms before men, to be seen of them: otherwise ye have no reward of your Father which is in heaven.",MATTHEW 5:45,MATTHEW 5:48,MATTHEW 6:1,MATTHEW 6:3,3
42,"But when thou doest alms, let not thy left hand know what thy right hand doeth:",MATTHEW 5:45,MATTHEW 5:48,MATTHEW 6:1,MATTHEW 6:3,4
43,That thine alms may be in secret: and thy Father which seeth in secret himself shall reward thee openly.,MATTHEW 6:4,MATTHEW 6:7,MATTHEW 6:8,MATTHEW 6:9,1
44,"But when ye pray, use not vain repetitions, as the heathen do: for they think that they shall be heard for their much speaking.",MATTHEW 6:4,MATTHEW 6:7,MATTHEW 6:8,MATTHEW 6:9,2
45,"Be not ye therefore like unto them: for your Father knoweth what things ye have need of, before ye ask him.",MATTHEW 6:4,MATTHEW 6:7,MATTHEW 6:8,MATTHEW 6:9,3
46,"After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name.",MATTHEW 6:4,MATTHEW 6:7,MATTHEW 6:8,MATTHEW 6:9,4
47,"Thy kingdom come, Thy will be done in earth, as it is in heaven.",MATTHEW 6:10,MATTHEW 6:11,MATTHEW 6:12,MATTHEW 6:13,1
48,Give us this day our daily bread.,MATTHEW 6:10,MATTHEW 6:11,MATTHEW 6:12,MATTHEW 6:13,2
49,"And forgive us our debts, as we forgive our debtors.",MATTHEW 6:10,MATTHEW 6:11,MATTHEW 6:12,MATTHEW 6:13,3
50,"And lead us not into temptation, but deliver us from evil: For thine is the kingdom, and the power, and the glory, for ever. Amen.",MATTHEW 6:10,MATTHEW 6:11,MATTHEW 6:12,MATTHEW 6:13,4
51,"For if ye forgive men their trespasses, your heavenly Father will also forgive you:",MATTHEW 6:14,MATTHEW 6:15,MATTHEW 6:20,MATTHEW 6:21,1
52,"But if ye forgive not men their trespasses, neither will your Father forgive your trespasses.",MATTHEW 6:14,MATTHEW 6:15,MATTHEW 6:20,MATTHEW 6:21,2
53,"But lay up for yourselves treasures in heaven, where neither moth nor rust doth corrupt, and where thieves do not break through nor steal:",MATTHEW 6:14,MATTHEW 6:15,MATTHEW 6:20,MATTHEW 6:21,3
54,"For where your treasure is, there will your heart be also.",MATTHEW 6:14,MATTHEW 6:15,MATTHEW 6:20,MATTHEW 6:21,4
55,"The light of the body is the eye: if therefore thine eye be single, thy whole body shall be full of light.",MATTHEW 6:22,MATTHEW 6:24,MATTHEW 6:26,MATTHEW 6:30,1
56,"No man can serve two masters: for either he will hate the one, and love the other; or else he will hold to the one, and despise the other. Ye cannot serve God and mammon.",MATTHEW 6:22,MATTHEW 6:24,MATTHEW 6:26,MATTHEW 6:30,2
57,"Behold the fowls of the air: for they sow not, neither do they reap, nor gather into barns; yet your heavenly Father feedeth them. Are ye not much better than they?",MATTHEW 6:22,MATTHEW 6:24,MATTHEW 6:26,MATTHEW 6:30,3
58,"Wherefore, if God so clothe the grass of the field, which to day is, and to morrow is cast into the oven, shall he not much more clothe you, O ye of little faith?",MATTHEW 6:22,MATTHEW 6:24,MATTHEW 6:26,MATTHEW 6:30,4
59,"But seek ye first the kingdom of God, and his righteousness; and all these things shall be added unto you.",MATTHEW 6:33,MATTHEW 6:34,MATTHEW 7:1,MATTHEW 7:2,1
60,Take therefore no thought for the morrow: for the morrow shall take thought for the things of itself. Sufficient unto the day is the evil thereof.,MATTHEW 6:33,MATTHEW 6:34,MATTHEW 7:1,MATTHEW 7:2,2
61,"Judge not, that ye be not judged.",MATTHEW 6:33,MATTHEW 6:34,MATTHEW 7:1,MATTHEW 7:2,3
62,"For with what judgment ye judge, ye shall be judged: and with what measure ye mete, it shall be measured to you again.",MATTHEW 6:33,MATTHEW 6:34,MATTHEW 7:1,MATTHEW 7:2,4
63,"Give not that which is holy unto the dogs, neither cast ye your pearls before swine, lest they trample them under their feet, and turn again and rend you.",MATTHEW 7:6,MATTHEW 7:7,MATTHEW 7:8,MATTHEW 7:9,1
64,"Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you:",MATTHEW 7:6,MATTHEW 7:7,MATTHEW 7:8,MATTHEW 7:9,2
65,For every one that asketh receiveth; and he that seeketh findeth; and to him that knocketh it shall be opened.,MATTHEW 7:6,MATTHEW 7:7,MATTHEW 7:8,MATTHEW 7:9,3
66,"Or what man is there of you, whom if his son ask bread, will he give him a stone?",MATTHEW 7:6,MATTHEW 7:7,MATTHEW 7:8,MATTHEW 7:9,4
67,"Or if he ask a fish, will he give him a serpent?",MATTHEW 7:10,MATTHEW 7:11,MATTHEW 7:12,MATTHEW 7:13,1
68,"If ye then, being evil, know how to give good gifts unto your children, how much more shall your Father which is in heaven give good things to them that ask him?",MATTHEW 7:10,MATTHEW 7:11,MATTHEW 7:12,MATTHEW 7:13,2
69,"Therefore all things whatsoever ye would that men should do to you, do ye even so to them: for this is the law and the prophets.",MATTHEW 7:10,MATTHEW 7:11,MATTHEW 7:12,MATTHEW 7:13,3
70,"Enter ye in at the strait gate: for wide is the gate, and broad is the way, that leadeth to destruction, and many there be which go in thereat:",MATTHEW 7:10,MATTHEW 7:11,MATTHEW 7:12,MATTHEW 7:13,4
71,"Because strait is the gate, and narrow is the way, which leadeth unto life, and few there be that find it.",MATTHEW 7:14,MATTHEW 7:15,MATTHEW 7:16,MATTHEW 7:17,1
72,"Beware of false prophets, which come to you in sheep's clothing, but inwardly they are ravening wolves.",MATTHEW 7:14,MATTHEW 7:15,MATTHEW 7:16,MATTHEW 7:17,2
73,"Ye shall know them by their fruits. Do men gather grapes of thorns, or figs of thistles?",MATTHEW 7:14,MATTHEW 7:15,MATTHEW 7:16,MATTHEW 7:17,3
74,Even so every good tree bringeth forth good fruit; but a corrupt tree bringeth forth evil fruit.,MATTHEW 7:14,MATTHEW 7:15,MATTHEW 7:16,MATTHEW 7:17,4
75,"Every tree that bringeth not forth good fruit is hewn down, and cast into the fire.",MATTHEW 7:19,MATTHEW 7:20,MATTHEW 7:21,MATTHEW 7:22,1
76,Wherefore by their fruits ye shall know them.,MATTHEW 7:19,MATTHEW 7:20,MATTHEW 7:21,MATTHEW 7:22,2
77,"Not every one that saith unto me, Lord, Lord, shall enter into the kingdom of heaven; but he that doeth the will of my Father which is in heaven.",MATTHEW 7:19,MATTHEW 7:20,MATTHEW 7:21,MATTHEW 7:22,3
78,"Many will say to me in that day, Lord, Lord, have we not prophesied in thy name? and in thy name have cast out devils? and in thy name done many wonderful works?",MATTHEW 7:19,MATTHEW 7:20,MATTHEW 7:21,MATTHEW 7:22,4
79,"And then will I profess unto them, I never knew you: depart from me, ye that work iniquity.",MATTHEW 7:23,MATTHEW 7:24,MATTHEW 7:26,MATTHEW 7:29,1
80,"Therefore whosoever heareth these sayings of mine, and doeth them, I will liken him unto a wise man, which built his house upon a rock:",MATTHEW 7:23,MATTHEW 7:24,MATTHEW 7:26,MATTHEW 7:29,2
81,"And every one that heareth these sayings of mine, and doeth them not, shall be likened unto a foolish man, which built his house upon the sand:",MATTHEW 7:23,MATTHEW 7:24,MATTHEW 7:26,MATTHEW 7:29,3
82,"For he taught them as one having authority, and not as the scribes.",MATTHEW 7:23,MATTHEW 7:24,MATTHEW 7:26,MATTHEW 7:29,4
83,"That it might be fulfilled which was spoken by Esaias the prophet, saying, Himself took our infirmities, and bare our sicknesses.",MATTHEW 8:17,MATTHEW 8:20,MATTHEW 8:27,MATTHEW 9:12,1
84,"And Jesus saith unto him, The foxes have holes, and the birds of the air have nests; but the Son of man hath not where to lay his head.",MATTHEW 8:17,MATTHEW 8:20,MATTHEW 8:27,MATTHEW 9:12,2
85,"But the men marvelled, saying, What manner of man is this, that even the winds and the sea obey him!",MATTHEW 8:17,MATTHEW 8:20,MATTHEW 8:27,MATTHEW 9:12,3
86,"But when Jesus heard that, he said unto them, They that be whole need not a physician, but they that are sick.",MATTHEW 8:17,MATTHEW 8:20,MATTHEW 8:27,MATTHEW 9:12,4
87,"But go ye and learn what that meaneth, I will have mercy, and not sacrifice: for I am not come to call the righteous, but sinners to repentance.",MATTHEW 9:13,MATTHEW 9:16,MATTHEW 9:17,MATTHEW 9:37,1
88,"No man putteth a piece of new cloth unto an old garment, for that which is put in to fill it up taketh from the garment, and the rent is made worse.",MATTHEW 9:13,MATTHEW 9:16,MATTHEW 9:17,MATTHEW 9:37,2
89,"Neither do men put new wine into old bottles: else the bottles break, and the wine runneth out, and the bottles perish: but they put new wine into new bottles, and both are preserved.",MATTHEW 9:13,MATTHEW 9:16,MATTHEW 9:17,MATTHEW 9:37,3
90,"Then saith he unto his disciples, The harvest truly is plenteous, but the labourers are few;",MATTHEW 9:13,MATTHEW 9:16,MATTHEW 9:17,MATTHEW 9:37,4
91,"Pray ye therefore the Lord of the harvest, that he will send forth labourers into his harvest.",MATTHEW 9:38,MATTHEW 10:1,MATTHEW 10:2,MATTHEW 10:3,1
92,"And when he had called unto him his twelve disciples, he gave them power against unclean spirits, to cast them out, and to heal all manner of sickness and all manner of disease.",MATTHEW 9:38,MATTHEW 10:1,MATTHEW 10:2,MATTHEW 10:3,2
93,"Now the names of the twelve apostles are these; The first, Simon, who is called Peter, and Andrew his brother; James the son of Zebedee, and John his brother;",MATTHEW 9:38,MATTHEW 10:1,MATTHEW 10:2,MATTHEW 10:3,3
94,"Philip, and Bartholomew; Thomas, and Matthew the publican; James the son of Alphaeus, and Lebbaeus, whose surname was Thaddaeus;",MATTHEW 9:38,MATTHEW 10:1,MATTHEW 10:2,MATTHEW 10:3,4
95,"Simon the Canaanite, and Judas Iscariot, who also betrayed him.",MATTHEW 10:4,MATTHEW 10:8,MATTHEW 10:14,MATTHEW 10:16,1
96,"Heal the sick, cleanse the lepers, raise the dead, cast out devils: freely ye have received, freely give.",MATTHEW 10:4,MATTHEW 10:8,MATTHEW 10:14,MATTHEW 10:16,2
97,"And whosoever shall not receive you, nor hear your words, when ye depart out of that house or city, shake off the dust of your feet.",MATTHEW 10:4,MATTHEW 10:8,MATTHEW 10:14,MATTHEW 10:16,3
98,"Behold, I send you forth as sheep in the midst of wolves: be ye therefore wise as serpents, and harmless as doves.",MATTHEW 10:4,MATTHEW 10:8,MATTHEW 10:14,MATTHEW 10:16,4
99,"But when they deliver you up, take no thought how or what ye shall speak: for it shall be given you in that same hour what ye shall speak.",MATTHEW 10:19,MATTHEW 10:20,MATTHEW 10:22,MATTHEW 10:23,1
100,"For it is not ye that speak, but the Spirit of your Father which speaketh in you.",MATTHEW 10:19,MATTHEW 10:20,MATTHEW 10:22,MATTHEW 10:23,2
101,And ye shall be hated of all men for my name's sake: but he that endureth to the end shall be saved.,MATTHEW 10:19,MATTHEW 10:20,MATTHEW 10:22,MATTHEW 10:23,3
102,"But when they persecute you in this city, flee ye into another: for verily I say unto you, Ye shall not have gone over the cities of Israel, till the Son of man be come.",MATTHEW 10:19,MATTHEW 10:20,MATTHEW 10:22,MATTHEW 10:23,4
103,"The disciple is not above his master, nor the servant above his lord.",MATTHEW 10:24,MATTHEW 10:25,MATTHEW 10:26,MATTHEW 10:28,1
104,"It is enough for the disciple that he be as his master, and the servant as his lord. If they have called the master of the house Beelzebub, how much more shall they call them of his household?",MATTHEW 10:24,MATTHEW 10:25,MATTHEW 10:26,MATTHEW 10:28,2
105,"Fear them not therefore: for there is nothing covered, that shall not be revealed; and hid, that shall not be known.",MATTHEW 10:24,MATTHEW 10:25,MATTHEW 10:26,MATTHEW 10:28,3
106,"And fear not them which kill the body, but are not able to kill the soul: but rather fear him which is able to destroy both soul and body in hell.",MATTHEW 10:24,MATTHEW 10:25,MATTHEW 10:26,MATTHEW 10:28,4
107,Are not two sparrows sold for a farthing? and one of them shall not fall on the ground without your Father.,MATTHEW 10:29,MATTHEW 10:30,MATTHEW 10:31,MATTHEW 10:32,1
108,But the very hairs of your head are all numbered.,MATTHEW 10:29,MATTHEW 10:30,MATTHEW 10:31,MATTHEW 10:32,2
109,"Fear ye not therefore, ye are of more value than many sparrows.",MATTHEW 10:29,MATTHEW 10:30,MATTHEW 10:31,MATTHEW 10:32,3
110,"Whosoever therefore shall confess me before men, him will I confess also before my Father which is in heaven.",MATTHEW 10:29,MATTHEW 10:30,MATTHEW 10:31,MATTHEW 10:32,4
111,"But whosoever shall deny me before men, him will I also deny before my Father which is in heaven.",MATTHEW 10:33,MATTHEW 10:34,MATTHEW 10:36,MATTHEW 10:37,1
112,"Think not that I am come to send peace on earth: I came not to send peace, but a sword.",MATTHEW 10:33,MATTHEW 10:34,MATTHEW 10:36,MATTHEW 10:37,2
113,And a man's foes shall be they of his own household.,MATTHEW 10:33,MATTHEW 10:34,MATTHEW 10:36,MATTHEW 10:37,3
114,He that loveth father or mother more than me is not worthy of me: and he that loveth son or daughter more than me is not worthy of me.,MATTHEW 10:33,MATTHEW 10:34,MATTHEW 10:36,MATTHEW 10:37,4
115,"And he that taketh not his cross, and followeth after me, is not worthy of me.",MATTHEW 10:38,MATTHEW 10:39,MATTHEW 10:40,MATTHEW 10:41,1
116,He that findeth his life shall lose it: and he that loseth his life for my sake shall find it.,MATTHEW 10:38,MATTHEW 10:39,MATTHEW 10:40,MATTHEW 10:41,2
117,"He that receiveth you receiveth me, and he that receiveth me receiveth him that sent me.",MATTHEW 10:38,MATTHEW 10:39,MATTHEW 10:40,MATTHEW 10:41,3
118,He that receiveth a prophet in the name of a prophet shall receive a prophet's reward; and he that receiveth a righteous man in the name of a righteous man shall receive a righteous man's reward.,MATTHEW 10:38,MATTHEW 10:39,MATTHEW 10:40,MATTHEW 10:41,4
119,"And whosoever shall give to drink unto one of these little ones a cup of cold water only in the name of a disciple, verily I say unto you, he shall in no wise lose his reward.",MATTHEW 10:42,MATTHEW 11:11,MATTHEW 11:12,MATTHEW 11:15,1
120,"Verily I say unto you, Among them that are born of women there hath not risen a greater than John the Baptist: notwithstanding he that is least in the kingdom of heaven is greater than he.",MATTHEW 10:42,MATTHEW 11:11,MATTHEW 11:12,MATTHEW 11:15,2
121,"And from the days of John the Baptist until now the kingdom of heaven suffereth violence, and the violent take it by force.",MATTHEW 10:42,MATTHEW 11:11,MATTHEW 11:12,MATTHEW 11:15,3
122,"He that hath ears to hear, let him hear.",MATTHEW 10:42,MATTHEW 11:11,MATTHEW 11:12,MATTHEW 11:15,4
123,"The Son of man came eating and drinking, and they say, Behold a man gluttonous, and a winebibber, a friend of publicans and sinners. But wisdom is justified of her children.",MATTHEW 11:19,MATTHEW 11:28,MATTHEW 11:29,MATTHEW 11:30,1
124,"Come unto me, all ye that labour and are heavy laden, and I will give you rest.",MATTHEW 11:19,MATTHEW 11:28,MATTHEW 11:29,MATTHEW 11:30,2
125,"Take my yoke upon you, and learn of me; for I am meek and lowly in heart: and ye shall find rest unto your souls.",MATTHEW 11:19,MATTHEW 11:28,MATTHEW 11:29,MATTHEW 11:30,3
126,"For my yoke is easy, and my burden is light.",MATTHEW 11:19,MATTHEW 11:28,MATTHEW 11:29,MATTHEW 11:30,4
127,For the Son of man is Lord even of the sabbath day.,MATTHEW 12:8,MATTHEW 12:25,MATTHEW 12:28,MATTHEW 12:29,1
128,"And Jesus knew their thoughts, and said unto them, Every kingdom divided against itself is brought to desolation; and every city or house divided against itself shall not stand:",MATTHEW 12:8,MATTHEW 12:25,MATTHEW 12:28,MATTHEW 12:29,2
129,"But if I cast out devils by the Spirit of God, then the kingdom of God is come unto you.",MATTHEW 12:8,MATTHEW 12:25,MATTHEW 12:28,MATTHEW 12:29,3
130,"Or else how can one enter into a strong man's house, and spoil his goods, except he first bind the strong man? and then he will spoil his house.",MATTHEW 12:8,MATTHEW 12:25,MATTHEW 12:28,MATTHEW 12:29,4
131,He that is not with me is against me; and he that gathereth not with me scattereth abroad.,MATTHEW 12:30,MATTHEW 12:31,MATTHEW 12:32,MATTHEW 12:36,1
132,"Wherefore I say unto you, All manner of sin and blasphemy shall be forgiven unto men: but the blasphemy against the Holy Ghost shall not be forgiven unto men.",MATTHEW 12:30,MATTHEW 12:31,MATTHEW 12:32,MATTHEW 12:36,2
133,"And whosoever speaketh a word against the Son of man, it shall be forgiven him: but whosoever speaketh against the Holy Ghost, it shall not be forgiven him, neither in this world, neither in the world to come.",MATTHEW 12:30,MATTHEW 12:31,MATTHEW 12:32,MATTHEW 12:36,3
134,"But I say unto you, That every idle word that men shall speak, they shall give account thereof in the day of judgment.",MATTHEW 12:30,MATTHEW 12:31,MATTHEW 12:32,MATTHEW 12:36,4
135,"For by thy words thou shalt be justified, and by thy words thou shalt be condemned.",MATTHEW 12:37,MATTHEW 12:43,MATTHEW 12:44,MATTHEW 12:45,1
136,"When the unclean spirit is gone out of a man, he walketh through dry places, seeking rest, and findeth none.",MATTHEW 12:37,MATTHEW 12:43,MATTHEW 12:44,MATTHEW 12:45,2
137,"Then he saith, I will return into my house from whence I came out; and when he is come, he findeth it empty, swept, and garnished.",MATTHEW 12:37,MATTHEW 12:43,MATTHEW 12:44,MATTHEW 12:45,3
138,"Then goeth he, and taketh with himself seven other spirits more wicked than himself, and they enter in and dwell there: and the last state of that man is worse than the first. Even so shall it be also unto this wicked generation.",MATTHEW 12:37,MATTHEW 12:43,MATTHEW 12:44,MATTHEW 12:45,4
139,"For whosoever shall do the will of my Father which is in heaven, the same is my brother, and sister, and mother.",MATTHEW 12:50,MATTHEW 13:23,MATTHEW 13:25,MATTHEW 13:43,1
140,"But he that received seed into the good ground is he that heareth the word, and understandeth it; which also beareth fruit, and bringeth forth, some an hundredfold, some sixty, some thirty.",MATTHEW 12:50,MATTHEW 13:23,MATTHEW 13:25,MATTHEW 13:43,2
141,"But while men slept, his enemy came and sowed tares among the wheat, and went his way.",MATTHEW 12:50,MATTHEW 13:23,MATTHEW 13:25,MATTHEW 13:43,3
142,"Then shall the righteous shine forth as the sun in the kingdom of their Father. Who hath ears to hear, let him hear.",MATTHEW 12:50,MATTHEW 13:23,MATTHEW 13:25,MATTHEW 13:43,4
143,And he did not many mighty works there because of their unbelief.,MATTHEW 13:58,MATTHEW 15:11,MATTHEW 15:13,MATTHEW 15:18,1
144,"Not that which goeth into the mouth defileth a man; but that which cometh out of the mouth, this defileth a man.",MATTHEW 13:58,MATTHEW 15:11,MATTHEW 15:13,MATTHEW 15:18,2
145,"But he answered and said, Every plant, which my heavenly Father hath not planted, shall be rooted up.",MATTHEW 13:58,MATTHEW 15:11,MATTHEW 15:13,MATTHEW 15:18,3
146,But those things which proceed out of the mouth come forth from the heart; and they defile the man.,MATTHEW 13:58,MATTHEW 15:11,MATTHEW 15:13,MATTHEW 15:18,4
147,"For out of the heart proceed evil thoughts, murders, adulteries, fornications, thefts, false witness, blasphemies:",MATTHEW 15:19,MATTHEW 16:6,MATTHEW 16:18,MATTHEW 16:19,1
148,"Then Jesus said unto them, Take heed and beware of the leaven of the Pharisees and of the Sadducees.",MATTHEW 15:19,MATTHEW 16:6,MATTHEW 16:18,MATTHEW 16:19,2
149,"And I say also unto thee, That thou art Peter, and upon this rock I will build my church; and the gates of hell shall not prevail against it.",MATTHEW 15:19,MATTHEW 16:6,MATTHEW 16:18,MATTHEW 16:19,3
150,And I will give unto thee the keys of the kingdom of heaven: and whatsoever thou shalt bind on earth shall be bound in heaven: and whatsoever thou shalt loose on earth shall be loosed in heaven.,MATTHEW 15:19,MATTHEW 16:6,MATTHEW 16:18,MATTHEW 16:19,4
151,"But he turned, and said unto Peter, Get thee behind me, Satan: thou art an offence unto me: for thou savourest not the things that be of God, but those that be of men.",MATTHEW 16:23,MATTHEW 16:24,MATTHEW 16:25,MATTHEW 16:26,1
152,"Then said Jesus unto his disciples, If any man will come after me, let him deny himself, and take up his cross, and follow me.",MATTHEW 16:23,MATTHEW 16:24,MATTHEW 16:25,MATTHEW 16:26,2
153,For whosoever will save his life shall lose it: and whosoever will lose his life for my sake shall find it.,MATTHEW 16:23,MATTHEW 16:24,MATTHEW 16:25,MATTHEW 16:26,3
154,"For what is a man profited, if he shall gain the whole world, and lose his own soul? or what shall a man give in exchange for his soul?",MATTHEW 16:23,MATTHEW 16:24,MATTHEW 16:25,MATTHEW 16:26,4
155,For the Son of man shall come in the glory of his Father with his angels; and then he shall reward every man according to his works.,MATTHEW 16:27,MATTHEW 16:28,MATTHEW 17:20,MATTHEW 17:21,1
156,"Verily I say unto you, There be some standing here, which shall not taste of death, till they see the Son of man coming in his kingdom.",MATTHEW 16:27,MATTHEW 16:28,MATTHEW 17:20,MATTHEW 17:21,2
