S/N,QUESTION,OPTION1,OPTION2,OPTION3,OPTION4,ANSWER
25,"Therefore leaving the principles of the doctrine of Christ, let us go on unto perfection; not laying again the foundation of repentance from dead works, and of faith toward God,",HEBREWS 5:13,HEBREWS 5:14,HEBREWS 6:1,HEBREWS 6:4,3
26,"For it is impossible for those who were once enlightened, and have tasted of the heavenly gift, and were made partakers of the Holy Ghost,",HEBREWS 5:13,HEBREWS 5:14,HEBREWS 6:1,HEBREWS 6:4,4
27,"And have tasted the good word of God, and the powers of the world to come,",HEBREWS 6:5,HEBREWS 6:6,HEBREWS 6:10,HEBREWS 6:12,1
28,"If they shall fall away, to renew them again unto repentance; seeing they crucify to themselves the Son of God afresh, and put him to an open shame.",HEBREWS 6:5,HEBREWS 6:6,HEBREWS 6:10,HEBREWS 6:12,2
29,"For God is not unrighteous to forget your work and labour of love, which ye have shewed toward his name, in that ye have ministered to the saints, and do minister.",HEBREWS 6:5,HEBREWS 6:6,HEBREWS 6:10,HEBREWS 6:12,3
30,"That ye be not slothful, but followers of them who through faith and patience inherit the promises.",HEBREWS 6:5,HEBREWS 6:6,HEBREWS 6:10,HEBREWS 6:12,4
31,"For the law made nothing perfect, but the bringing in of a better hope did; by the which we draw nigh unto God.",HEBREWS 7:19,HEBREWS 7:28,HEBREWS 8:10,HEBREWS 8:12,1
32,"For the law maketh men high priests which have infirmity; but the word of the oath, which was since the law, maketh the Son, who is consecrated for evermore.",HEBREWS 7:19,HEBREWS 7:28,HEBREWS 8:10,HEBREWS 8:12,2
33,"For this is the covenant that I will make with the house of Israel after those days, saith the Lord; I will put my laws into their mind, and write them in their hearts: and I will be to them a God, and they shall be to me a people:",HEBREWS 7:19,HEBREWS 7:28,HEBREWS 8:10,HEBREWS 8:12,3
34,"For I will be merciful to their unrighteousness, and their sins and their iniquities will I remember no more.",HEBREWS 7:19,HEBREWS 7:28,HEBREWS 8:10,HEBREWS 8:12,4
35,"For if the blood of bulls and of goats, and the ashes of an heifer sprinkling the unclean, sanctifieth to the purifying of the flesh:",HEBREWS 9:13,HEBREWS 9:14,HEBREWS 9:16,HEBREWS 9:22,1
36,"How much more shall the blood of Christ, who through the eternal Spirit offered himself without spot to God, purge your conscience from dead works to serve the living God?",HEBREWS 9:13,HEBREWS 9:14,HEBREWS 9:16,HEBREWS 9:22,2
37,"For where a testament is, there must also of necessity be the death of the testator.",HEBREWS 9:13,HEBREWS 9:14,HEBREWS 9:16,HEBREWS 9:22,3
38,And almost all things are by the law purged with blood; and without shedding of blood is no remission.,HEBREWS 9:13,HEBREWS 9:14,HEBREWS 9:16,HEBREWS 9:22,4
39,"For Christ is not entered into the holy places made with hands which are the figures of the true but; but into heaven itself, now to appear in the presence of God for us:",HEBREWS 9:22,HEBREWS 9:24,HEBREWS 9:27,HEBREWS 9:28,2
40,"And as it is appointed unto men once to die, but after this the judgement:",HEBREWS 9:22,HEBREWS 9:24,HEBREWS 9:27,HEBREWS 9:28,3
41,So Christ was once offered to bear the sins of many; and unto them that look for him shall he appear the second time without sin unto salvation.,HEBREWS 9:22,HEBREWS 9:24,HEBREWS 9:27,HEBREWS 9:28,4
42,For it is impossible that the blood of bulls and of goats should take away sins.,HEBREWS 10:4,HEBREWS 10:7,HEBREWS 10:19,HEBREWS 10:20,1
43,"Then said I, Lo, I come (in the volume of the book it is written of me,) to do thy will, O God.",HEBREWS 10:4,HEBREWS 10:7,HEBREWS 10:19,HEBREWS 10:20,2
44,"Having therefore, brethren, boldness to enter into the holiest by the blood of Jesus.",HEBREWS 10:4,HEBREWS 10:7,HEBREWS 10:19,HEBREWS 10:20,3
45,"By a new and living way, which he hath consecrated for us, through the veil, that is to say, his flesh;",HEBREWS 10:19,HEBREWS 10:20,HEBREWS 10:21,HEBREWS 10:22,2
46,And having an high priest over the house of God;,HEBREWS 10:19,HEBREWS 10:20,HEBREWS 10:21,HEBREWS 10:22,3
47,"Let us draw near with a true heart in full assurance of faith, having our hearts sprinkled from an evil conscience, and our bodies washed with pure water.",HEBREWS 10:19,HEBREWS 10:20,HEBREWS 10:21,HEBREWS 10:22,4
48,Let us hold fast the profession of our faith without wavering; (for he is faithful that promised;),HEBREWS 10:23,HEBREWS 10:25,HEBREWS 10:26,HEBREWS 10:27,1
49,"Not forsaking the assembling of ourselves together, as the manner of some is; but exhorting one another: and so much the more, as ye see the day approaching.",HEBREWS 10:23,HEBREWS 10:25,HEBREWS 10:26,HEBREWS 10:27,2
50,"For if we sin wilfully after that we have received the knowledge of the truth, there remaineth no more sacrifice for sins,",HEBREWS 10:23,HEBREWS 10:25,HEBREWS 10:26,HEBREWS 10:27,3
51,"But a certain fearful looking for of judgment and fiery indignation, which shall devour the adversaries.",HEBREWS 10:23,HEBREWS 10:25,HEBREWS 10:26,HEBREWS 10:27,4
52,It is a fearful thing to fall into the hands of the living God.,HEBREWS 10:31,HEBREWS 10:35,HEBREWS 10:36,HEBREWS 10:38,1
53,"Cast not away therefore your confidence, which hath great recompence of reward.",HEBREWS 10:31,HEBREWS 10:35,HEBREWS 10:36,HEBREWS 10:38,2
54,"For ye have need of patience, that, after ye have done the will of God, ye might receive the promise.",HEBREWS 10:31,HEBREWS 10:35,HEBREWS 10:36,HEBREWS 10:38,3
55,"Now the just shall live by faith: but if any man draw back, my soul shall have no pleasure in him.",HEBREWS 10:35,HEBREWS 10:36,HEBREWS 10:38,HEBREWS 10:39,3
56,But we are not of them who draw back unto perdition; but of them that believe to the saving of the soul.,HEBREWS 10:35,HEBREWS 10:36,HEBREWS 10:38,HEBREWS 10:39,4
57,"Now faith is the substance of things hoped for, the evidence of things not seen.",HEBREWS 11:1,HEBREWS 11:3,HEBREWS 11:5,HEBREWS 11:6,1
58,"Through faith we understand that the worlds were framed by the word of God, so that things which are seen were not made of things which do appear.",HEBREWS 11:1,HEBREWS 11:3,HEBREWS 11:5,HEBREWS 11:6,2
59,"By faith Enoch was translated that he should not see death; and was not fond, because God had translated him: for before his translation he had this testimony, that he pleased God.",HEBREWS 11:1,HEBREWS 11:3,HEBREWS 11:5,HEBREWS 11:6,3
60,"But without faith it is impossible to please him: for he that cometh to God must believe that he is, and that he is a rewarder of them that diligently seek him.",HEBREWS 11:1,HEBREWS 11:3,HEBREWS 11:5,HEBREWS 11:6,4
61,"These all died in faith, not having received the promises, but having seen them afar off, and were persuaded of them, and embraced them, and confessed that they were strangers and pilgrims on the earth.",HEBREWS 11:13,HEBREWS 11:16,HEBREWS 11:39,HEBREWS 11:40,1
62,"But now they desire a better country, that is, an heavenly: wherefore God is not ashamed to be called their God: for he hath prepared for them a city.",HEBREWS 11:13,HEBREWS 11:16,HEBREWS 11:39,HEBREWS 11:40,2
63,"And these all, having obtained a good report through faith, received not the promise:",HEBREWS 11:13,HEBREWS 11:16,HEBREWS 11:39,HEBREWS 11:40,3
64,"God having provided some better thing for us, that they without us should not be made perfect.",HEBREWS 11:13,HEBREWS 11:16,HEBREWS 11:39,HEBREWS 11:40,4
65,"Wherefore seeing we also are compassed about with so great a cloud of witnesses, let us lay aside every weight, and the sin which doth so easily beset us, and let us run with patience the race that is set before us,",HEBREWS 12:1,HEBREWS 12:2,HEBREWS 12:6,HEBREWS 12:8,1
66,"Looking unto Jesus the author and finisher of our faith; who for the joy that was set before him endured the cross, despising the shame, and is set down at the right hand of the throne of God.",HEBREWS 12:1,HEBREWS 12:2,HEBREWS 12:6,HEBREWS 12:8,2
67,"For whom the Lord loveth he chasteneth, and scourgeth every son whom he receiveth.",HEBREWS 12:1,HEBREWS 12:2,HEBREWS 12:6,HEBREWS 12:8,3
68,"But if ye be without chastisement, whereof all are partakers then are ye bastards, and not sons.",HEBREWS 12:1,HEBREWS 12:2,HEBREWS 12:6,HEBREWS 12:8,4
69,"Furthermore we have had fathers of our flesh which corrected us, and we gave them reverence: shall we not much rather be in subjection unto the Father of spirits, and live?",HEBREWS 12:9,HEBREWS 12:10,HEBREWS 12:12,HEBREWS 12:13,1
70,"For they verily for a few days chastened us after their own pleasure; but he for our profit, that we might be partakers of his holiness",HEBREWS 12:9,HEBREWS 12:10,HEBREWS 12:12,HEBREWS 12:13,2
71,"Wherefore lift up the hands which hang down, and the feeble knees:",HEBREWS 12:9,HEBREWS 12:10,HEBREWS 12:12,HEBREWS 12:13,3
72,"And make straight paths for your feet, lest that which is lame be turned out of the way; but let it rather be healed.",HEBREWS 12:9,HEBREWS 12:10,HEBREWS 12:12,HEBREWS 12:13,4
73,"Follow peace with all men, and holiness, without which no man shall see the Lord:",HEBREWS 12:13,HEBREWS 12:14,HEBREWS 12:15,HEBREWS 12:16,2
74,"Looking diligently lest any man fail of the grace of God; lest any root of bitterness springing up trouble you, and thereby many be defiled;",HEBREWS 12:13,HEBREWS 12:14,HEBREWS 12:15,HEBREWS 12:16,3
75,"Lest there be any fornicator, or profane person, as Esau, who for one morsel of meat sold his birthright.",HEBREWS 12:13,HEBREWS 12:14,HEBREWS 12:15,HEBREWS 12:16,4
76,"But ye are come unto mount Sion, and unto the city of the living God, the heavenly Jerusalem, and to an innumerable company of angels,",HEBREWS 12:22,HEBREWS 12:24,HEBREWS 12:28,HEBREWS 12:29,1
77,"And to Jesus the mediator of the new covenant, and to the blood of sprinkling, that speaketh better things than that of Abel.",HEBREWS 12:22,HEBREWS 12:24,HEBREWS 12:28,HEBREWS 12:29,2
78,"Wherefore we receiving a kingdom which cannot be moved, let us have grace, whereby we may serve God acceptably with reverence and godly fear:",HEBREWS 12:22,HEBREWS 12:24,HEBREWS 12:28,HEBREWS 12:29,3
79,For our God is a consuming fire.,HEBREWS 12:22,HEBREWS 12:24,HEBREWS 12:28,HEBREWS 12:29,4
80,Let brotherly love continue.,HEBREWS 13:1,HEBREWS 13:2,HEBREWS 13:4,HEBREWS 13:5,1
81,Be not forgetful to entertain strangers: for thereby some have entertained angels unawares.,HEBREWS 13:1,HEBREWS 13:2,HEBREWS 13:4,HEBREWS 13:5,2
82,"Marriage is honourable in all, and the bed undefiled: but whoremongers and adulterers God will judge.",HEBREWS 13:1,HEBREWS 13:2,HEBREWS 13:4,HEBREWS 13:5,3
83,"Let conversation be without covetousness; and be content with such things as ye have: for he hath said, I will never leave thee, nor forsake thee.",HEBREWS 13:1,HEBREWS 13:2,HEBREWS 13:4,HEBREWS 13:5,4
84,"Jesus Christ the same yesterday, and to day, and for ever.",HEBREWS 13:8,HEBREWS 13:9,HEBREWS 13:14,HEBREWS 13:15,1
85,"Be not carried about with divers and strange doctrines. For it is a good thing that the heart be established with grace; not with meats, which have not profited them that have been occupied therein.",HEBREWS 13:8,HEBREWS 13:9,HEBREWS 13:14,HEBREWS 13:15,2
86,"For here have we no continuing city, but we seek one to come.",HEBREWS 13:8,HEBREWS 13:9,HEBREWS 13:14,HEBREWS 13:15,3
87,"By him therefore let us offer the sacrifice of praise to God continually, that is, the fruit of our lips giving thanks to his name.",HEBREWS 13:8,HEBREWS 13:9,HEBREWS 13:14,HEBREWS 13:15,4
88,But to do good and to communicate forget not: for with such sacrifices God is well pleased.,HEBREWS 13:16,HEBREWS 13:17,HEBREWS 13:20,HEBREWS 13:21,1
89,"Obey them that have the rule over you, and submit yourselves: for they watch for your souls, as they that must give account, that they may do it with joy, and not with grief: for that is unprofitable for you.",HEBREWS 13:16,HEBREWS 13:17,HEBREWS 13:20,HEBREWS 13:21,2
90,"Now the God of peace, that brought again from the dead our Lord Jesus, that great shepherd of the sheep, through the blood of the everlasting covenant,",HEBREWS 13:16,HEBREWS 13:17,HEBREWS 13:20,HEBREWS 13:21,3
91,"Make you perfect in every good work to do his will, working in you that which is wellpleasing in his sight, through Jesus Christ; to whom be glory for ever and ever. Amen.",HEBREWS 13:16,HEBREWS 13:17,HEBREWS 13:20,HEBREWS 13:21,4
