S/N,QUESTION,OPTION1,OPTION2,OPTION3,OPTION4,ANSWER
35,"For wisdom is a defence, and money is a defence: but the excellency of knowledge is, that wisdom giveth life to them that have it.",ECCLESIASTES 7:8,ECCLESIASTES 7:9,ECCLESIASTES 7:12,ECCLESIASTES 7:13,3
36,"Consider the work of God: for who can make that straight, which he hath made crooked?",ECCLESIASTES 7:8,ECCLESIASTES 7:9,ECCLESIASTES 7:12,ECCLESIASTES 7:13,4
37,"In the day of prosperity be joyful, but in the day of adversity consider: God also hath set the one over against the other, to the end that man should find nothing after him.",ECCLESIASTES 7:14,ECCLESIASTES 7:19,ECCLESIASTES 7:29,ECCLESIASTES 8:4,1
38,Wisdom strengtheneth the wise more than ten mighty men which are in the city.,ECCLESIASTES 7:14,ECCLESIASTES 7:19,ECCLESIASTES 7:29,ECCLESIASTES 8:4,2
39,"Lo, this only have I found, that God hath made man upright; but they have sought out many inventions.",ECCLESIASTES 7:14,ECCLESIASTES 7:19,ECCLESIASTES 7:29,ECCLESIASTES 8:4,3
40,"Where the word of a king is, there is power: and who may say unto him, What doest thou?",ECCLESIASTES 7:14,ECCLESIASTES 7:19,ECCLESIASTES 7:29,ECCLESIASTES 8:4,4
41,Whoso keepeth the commandment shall feel no evil thing: and a wise man's heart discerneth both time and judgment.,ECCLESIASTES 8:5,ECCLESIASTES 8:6,ECCLESIASTES 8:8,ECCLESIASTES 8:11,1
42,"Because to every purpose there is time and judgment, therefore the misery of man is great upon him.",ECCLESIASTES 8:5,ECCLESIASTES 8:6,ECCLESIASTES 8:8,ECCLESIASTES 8:11,2
43,There is no man that hath power over the spirit to retain the spirit; neither hath he power in the day of death: and there is no discharge in that war; neither shall wickedness deliver those that are given to it.,ECCLESIASTES 8:5,ECCLESIASTES 8:6,ECCLESIASTES 8:8,ECCLESIASTES 8:11,3
44,"Because sentence against an evil work is not executed speedily, therefore the heart of the sons of men is fully set in them to do evil.",ECCLESIASTES 8:5,ECCLESIASTES 8:6,ECCLESIASTES 8:8,ECCLESIASTES 8:11,4
45,"Though a sinner do evil an hundred times, and his days be prolonged, yet surely I know that it shall be well with them that fear God, which fear before him:",ECCLESIASTES 8:12,ECCLESIASTES 9:4,ECCLESIASTES 9:5,ECCLESIASTES 9:6,1
46,For to him that is joined to all the living there is hope: for a living dog is better than a dead lion.,ECCLESIASTES 8:12,ECCLESIASTES 9:4,ECCLESIASTES 9:5,ECCLESIASTES 9:6,2
47,"For the living know that they shall die: but the dead know not any thing, neither have they any more a reward; for the memory of them is forgotten.",ECCLESIASTES 8:12,ECCLESIASTES 9:4,ECCLESIASTES 9:5,ECCLESIASTES 9:6,3
48,"Also their love, and their hatred, and their envy, is now perished; neither have they any more a portion for ever in any thing that is done under the sun.",ECCLESIASTES 8:12,ECCLESIASTES 9:4,ECCLESIASTES 9:5,ECCLESIASTES 9:6,4
49,Let thy garments be always white; and let thy head lack no ointment.,ECCLESIASTES 9:8,ECCLESIASTES 9:10,ECCLESIASTES 9:11,ECCLESIASTES 9:18,1
50,"Whatsoever thy hand findeth to do, do it with thy might; for there is no work, nor device, nor knowledge, nor wisdom, in the grave, whither thou goest.",ECCLESIASTES 9:8,ECCLESIASTES 9:10,ECCLESIASTES 9:11,ECCLESIASTES 9:18,2
51,"I returned, and saw under the sun, that the race is not to the swift, nor the battle to the strong, neither yet bread to the wise, nor yet riches to men of understanding, nor yet favour to men of skill; but time and chance happeneth to them all.",ECCLESIASTES 9:8,ECCLESIASTES 9:10,ECCLESIASTES 9:11,ECCLESIASTES 9:18,3
52,Wisdom is better than weapons of war: but one sinner destroyeth much good.,ECCLESIASTES 9:8,ECCLESIASTES 9:10,ECCLESIASTES 9:11,ECCLESIASTES 9:18,4
53,Dead flies cause the ointment of the apothecary to send forth a stinking savour: so doth a little folly him that is in reputation for wisdom and honour.,ECCLESIASTES 10:1,ECCLESIASTES 10:2,ECCLESIASTES 10:4,ECCLESIASTES 10:7,1
54,A wise man's heart is at his right hand; but a fool's heart at his left.,ECCLESIASTES 10:1,ECCLESIASTES 10:2,ECCLESIASTES 10:4,ECCLESIASTES 10:7,2
55,"If the spirit of the ruler rise up against thee, leave not thy place; for yielding pacifieth great offences.",ECCLESIASTES 10:1,ECCLESIASTES 10:2,ECCLESIASTES 10:4,ECCLESIASTES 10:7,3
56,"I have seen servants upon horses, and princes walking as servants upon the earth.",ECCLESIASTES 10:1,ECCLESIASTES 10:2,ECCLESIASTES 10:4,ECCLESIASTES 10:7,4
57,"He that diggeth a pit shall fall into it; and whoso breaketh an hedge, a serpent shall bite him.",ECCLESIASTES 10:8,ECCLESIASTES 10:9,ECCLESIASTES 10:10,ECCLESIASTES 10:12,1
58,Whoso removeth stones shall be hurt therewith; and he that cleaveth wood shall be endangered thereby.,ECCLESIASTES 10:8,ECCLESIASTES 10:9,ECCLESIASTES 10:10,ECCLESIASTES 10:12,2
59,"If the iron be blunt, and he do not whet the edge, then must he put to more strength: but wisdom is profitable to direct.",ECCLESIASTES 10:8,ECCLESIASTES 10:9,ECCLESIASTES 10:10,ECCLESIASTES 10:12,3
60,The words of a wise man's mouth are gracious; but the lips of a fool will swallow up himself.,ECCLESIASTES 10:8,ECCLESIASTES 10:9,ECCLESIASTES 10:10,ECCLESIASTES 10:12,4
61,"Woe to thee, O land, when thy king is a child, and thy princes eat in the morning!",ECCLESIASTES 10:16,ECCLESIASTES 10:18,ECCLESIASTES 10:19,ECCLESIASTES 11:1,1
62,By much slothfulness the building decayeth; and through idleness of the hands the house droppeth through.,ECCLESIASTES 10:16,ECCLESIASTES 10:18,ECCLESIASTES 10:19,ECCLESIASTES 11:1,2
63,"A feast is made for laughter, and wine maketh merry: but money answereth all things.",ECCLESIASTES 10:16,ECCLESIASTES 10:18,ECCLESIASTES 10:19,ECCLESIASTES 11:1,3
64,Cast thy bread upon the waters: for thou shalt find it after many days.,ECCLESIASTES 10:16,ECCLESIASTES 10:18,ECCLESIASTES 10:19,ECCLESIASTES 11:1,4
65,"Give a portion to seven, and also to eight; for thou knowest not what evil shall be upon the earth.",ECCLESIASTES 11:2,ECCLESIASTES 11:4,ECCLESIASTES 11:5,ECCLESIASTES 11:6,1
66,He that observeth the wind shall not sow; and he that regardeth the clouds shall not reap.,ECCLESIASTES 11:2,ECCLESIASTES 11:4,ECCLESIASTES 11:5,ECCLESIASTES 11:6,2
67,"As thou knowest not what is the way of the spirit, nor how the bones do grow in the womb of her that is with child: even so thou knowest not the works of God who maketh all.",ECCLESIASTES 11:2,ECCLESIASTES 11:4,ECCLESIASTES 11:5,ECCLESIASTES 11:6,3
68,"In the morning sow thy seed, and in the evening withhold not thine hand: for thou knowest not whether shall prosper, either this or that, or whether they both shall be alike good.",ECCLESIASTES 11:2,ECCLESIASTES 11:4,ECCLESIASTES 11:5,ECCLESIASTES 11:6,4
69,"Remember now thy Creator in the days of thy youth, while the evil days come not, nor the years draw nigh, when thou shalt say, I have no pleasure in them;",ECCLESIASTES 12:1,ECCLESIASTES 12:7,ECCLESIASTES 12:8,ECCLESIASTES 12:11,1
70,Then shall the dust return to the earth as it was: and the spirit shall return unto God who gave it.,ECCLESIASTES 12:1,ECCLESIASTES 12:7,ECCLESIASTES 12:8,ECCLESIASTES 12:11,2
71,"Vanity of vanities, saith the preacher; all is vanity.",ECCLESIASTES 12:1,ECCLESIASTES 12:7,ECCLESIASTES 12:8,ECCLESIASTES 12:11,3
72,"The words of the wise are as goads, and as nails fastened by the masters of assemblies, which are given from one shepherd.",ECCLESIASTES 12:1,ECCLESIASTES 12:7,ECCLESIASTES 12:8,ECCLESIASTES 12:11,4
73,"Let us hear the conclusion of the whole matter: Fear God, and keep his commandments: for this is the whole duty of man.",ECCLESIASTES 12:8,ECCLESIASTES 12:11,ECCLESIASTES 12:13,ECCLESIASTES 12:14,3
74,"For God shall bring every work into judgment, with every secret thing, whether it be good, or whether it be evil.",ECCLESIASTES 12:8,ECCLESIASTES 12:11,ECCLESIASTES 12:13,ECCLESIASTES 12:14,4
