S/N,QUESTION,OPTION1,OPTION2,OPTION3,OPTION4,ANSWER
47,"A false witness that speaketh lies, and he that soweth discord among brethren.",PROVERBS 6:17,PROVERBS 6:18,PROVERBS 6:19,PROVERBS 6:22,3
48,"When thou goest, it shall lead thee; when thou sleepest, it shall keep thee; and when thou awakest, it shall talk with thee.",PROVERBS 6:17,PROVERBS 6:18,PROVERBS 6:19,PROVERBS 6:22,4
49,For the commandment is a lamp; and the law is light; and reproofs of instruction are the way of life:,PROVERBS 6:23,PROVERBS 6:25,PROVERBS 6:26,PROVERBS 6:27,1
50,Lust not after her beauty in thine heart; neither let her take thee with her eyelids.,PROVERBS 6:23,PROVERBS 6:25,PROVERBS 6:26,PROVERBS 6:27,2
51,For by means of a whorish woman a man is brought to a piece of bread: and the adultress will hunt for the precious life.,PROVERBS 6:23,PROVERBS 6:25,PROVERBS 6:26,PROVERBS 6:27,3
52,"Can a man take fire in his bosom, and his clothes not be burned?",PROVERBS 6:23,PROVERBS 6:25,PROVERBS 6:26,PROVERBS 6:27,4
53,"Can one go upon hot coals, and his feet not be burned?",PROVERBS 6:28,PROVERBS 6:29,PROVERBS 6:32,PROVERBS 7:2,1
54,So he that goeth in to his neighbour's wife; whosoever toucheth her shall not be innocent.,PROVERBS 6:28,PROVERBS 6:29,PROVERBS 6:32,PROVERBS 7:2,2
55,But whoso committeth adultery with a woman lacketh understanding: he that doeth it destroyeth his own soul.,PROVERBS 6:28,PROVERBS 6:29,PROVERBS 6:32,PROVERBS 7:2,3
56,"Keep my commandments, and live; and my law as the apple of thine eye.",PROVERBS 6:28,PROVERBS 6:29,PROVERBS 6:32,PROVERBS 7:2,4
57,"The fear of the LORD is to hate evil: pride, and arrogancy, and the evil way, and the froward mouth, do I hate.",PROVERBS 8:13,PROVERBS 8:35,PROVERBS 9:8,PROVERBS 9:9,1
58,"For whoso findeth me findeth life, and shall obtain favour of the LORD.",PROVERBS 8:13,PROVERBS 8:35,PROVERBS 9:8,PROVERBS 9:9,2
59,"Reprove not a scorner, lest he hate thee: rebuke a wise man, and he will love thee.",PROVERBS 8:13,PROVERBS 8:35,PROVERBS 9:8,PROVERBS 9:9,3
60,"Give instruction to a wise man, and he will be yet wiser: teach a just man, and he will increase in learning.",PROVERBS 8:13,PROVERBS 8:35,PROVERBS 9:8,PROVERBS 9:9,4
61,The fear of the LORD is the beginning of wisdom: and the knowledge of the holy is understanding.,PROVERBS 9:10,PROVERBS 9:17,PROVERBS 9:18,PROVERBS 10:1,1
62,"Stolen waters are sweet, and bread eaten in secret is pleasant.",PROVERBS 9:10,PROVERBS 9:17,PROVERBS 9:18,PROVERBS 10:1,2
63,But he knoweth not that the dead are there; and that her guests are in the depths of hell.,PROVERBS 9:10,PROVERBS 9:17,PROVERBS 9:18,PROVERBS 10:1,3
64,The proverbs of Solomon. A wise son maketh a glad father: but a foolish son is the heaviness of his mother.,PROVERBS 9:10,PROVERBS 9:17,PROVERBS 9:18,PROVERBS 10:1,4
65,The LORD will not suffer the soul of the righteous to famish: but he casteth away the substance of the wicked.,PROVERBS 10:3,PROVERBS 10:4,PROVERBS 10:5,PROVERBS 10:7,1
66,He becometh poor that dealeth with a slack hand: but the hand of the diligent maketh rich.,PROVERBS 10:3,PROVERBS 10:4,PROVERBS 10:5,PROVERBS 10:7,2
67,He that gathereth in summer is a wise son: but he that sleepeth in harvest is a son that causeth shame.,PROVERBS 10:3,PROVERBS 10:4,PROVERBS 10:5,PROVERBS 10:7,3
68,The memory of the just is blessed: but the name of the wicked shall rot.,PROVERBS 10:3,PROVERBS 10:4,PROVERBS 10:5,PROVERBS 10:7,4
69,Hatred stirreth up strifes: but love covereth all sins.,PROVERBS 10:12,PROVERBS 10:15,PROVERBS 10:19,PROVERBS 10:22,1
70,The rich man's wealth is his strong city: the destruction of the poor is their poverty.,PROVERBS 10:12,PROVERBS 10:15,PROVERBS 10:19,PROVERBS 10:22,2
71,In the multitude of words there wanteth not sin: but he that refraineth his lips is wise.,PROVERBS 10:12,PROVERBS 10:15,PROVERBS 10:19,PROVERBS 10:22,3
72,"The blessing of the LORD, it maketh rich, and he addeth no sorrow with it.",PROVERBS 10:12,PROVERBS 10:15,PROVERBS 10:19,PROVERBS 10:22,4
73,"As the whirlwind passeth, so is the wicked no more: but the righteous is an everlasting foundation.",PROVERBS 10:25,PROVERBS 10:27,PROVERBS 10:28,PROVERBS 11:1,1
74,The fear of the LORD prolongeth days: but the years of the wicked shall be shortened.,PROVERBS 10:25,PROVERBS 10:27,PROVERBS 10:28,PROVERBS 11:1,2
75,The hope of the righteous shall be gladness: but the expectation of the wicked shall perish.,PROVERBS 10:25,PROVERBS 10:27,PROVERBS 10:28,PROVERBS 11:1,3
76,A false balance is abomination to the LORD: but a just weight is his delight.,PROVERBS 10:25,PROVERBS 10:27,PROVERBS 10:28,PROVERBS 11:1,4
77,"When pride cometh, then cometh shame: but with the lowly is wisdom.",PROVERBS 11:2,PROVERBS 11:3,PROVERBS 11:10,PROVERBS 11:13,1
78,The integrity of the upright shall guide them: but the perverseness of transgressors shall destroy them.,PROVERBS 11:2,PROVERBS 11:3,PROVERBS 11:10,PROVERBS 11:13,2
79,"When it goeth well with the righteous, the city rejoiceth: and when the wicked perish, there is shouting.",PROVERBS 11:2,PROVERBS 11:3,PROVERBS 11:10,PROVERBS 11:13,3
80,A talebearer revealeth secrets: but he that is of a faithful spirit concealeth the matter.,PROVERBS 11:2,PROVERBS 11:3,PROVERBS 11:10,PROVERBS 11:13,4
81,"Where no counsel is, the people fall: but in the multitude of counsellors there is safety.",PROVERBS 11:14,PROVERBS 11:21,PROVERBS 11:22,PROVERBS 11:24,1
82,"Though hand join in hand, the wicked shall not be unpunished: but the seed of the righteous shall be delivered.",PROVERBS 11:14,PROVERBS 11:21,PROVERBS 11:22,PROVERBS 11:24,2
83,"As a jewel of gold in a swine's snout, so is a fair woman which is without discretion.",PROVERBS 11:14,PROVERBS 11:21,PROVERBS 11:22,PROVERBS 11:24,3
84,"There is that scattereth, and yet increaseth; and there is that withholdeth more than is meet, but it tendeth to poverty.",PROVERBS 11:14,PROVERBS 11:21,PROVERBS 11:22,PROVERBS 11:24,4
85,The liberal soul shall be made fat: and he that watereth shall be watered also himself.,PROVERBS 11:25,PROVERBS 11:27,PROVERBS 11:28,PROVERBS 11:30,1
86,"He that diligently seeketh good procureth favour: but he that seeketh mischief, it shall come unto him.",PROVERBS 11:25,PROVERBS 11:27,PROVERBS 11:28,PROVERBS 11:30,2
87,He that trusteth in his riches shall fall; but the righteous shall flourish as a branch.,PROVERBS 11:25,PROVERBS 11:27,PROVERBS 11:28,PROVERBS 11:30,3
88,The fruit of the righteous is a tree of life; and he that winneth souls is wise.,PROVERBS 11:25,PROVERBS 11:27,PROVERBS 11:28,PROVERBS 11:30,4
89,The way of a fool is right in his own eyes: but he that hearkeneth unto counsel is wise.,PROVERBS 12:15,PROVERBS 12:18,PROVERBS 12:24,PROVERBS 12:28,1
90,There is that speaketh like the piercings of a sword: but the tongue of the wise is health.,PROVERBS 12:15,PROVERBS 12:18,PROVERBS 12:24,PROVERBS 12:28,2
91,The hand of the diligent shall bear rule: but the slothful shall be under tribute.,PROVERBS 12:15,PROVERBS 12:18,PROVERBS 12:24,PROVERBS 12:28,3
92,In the way of righteousness is life: and in the pathway thereof there is no death.,PROVERBS 12:15,PROVERBS 12:18,PROVERBS 12:24,PROVERBS 12:28,4
93,A wise son heareth his father's instruction: but a scorner heareth not rebuke.,PROVERBS 13:1,PROVERBS 13:2,PROVERBS 13:3,PROVERBS 13:7,1
94,A man shall eat good by the fruit of his mouth: but the soul of the transgressors shall eat violence.,PROVERBS 13:1,PROVERBS 13:2,PROVERBS 13:3,PROVERBS 13:7,2
95,He that keepeth his mouth keepeth his life: but he that openeth wide his lips shall have destruction.,PROVERBS 13:1,PROVERBS 13:2,PROVERBS 13:3,PROVERBS 13:7,3
96,"There is that maketh himself rich, yet hath nothing: there is that maketh himself poor, yet hath great riches.",PROVERBS 13:1,PROVERBS 13:2,PROVERBS 13:3,PROVERBS 13:7,4
97,Only by pride cometh contention: but with the well advised is wisdom.,PROVERBS 13:10,PROVERBS 13:11,PROVERBS 13:12,PROVERBS 13:13,1
98,Wealth gotten by vanity shall be diminished: but he that gathereth by labour shall increase.,PROVERBS 13:10,PROVERBS 13:11,PROVERBS 13:12,PROVERBS 13:13,2
99,"Hope deferred maketh the heart sick: but when the desire cometh, it is a tree of life.",PROVERBS 13:10,PROVERBS 13:11,PROVERBS 13:12,PROVERBS 13:13,3
100,Whoso despiseth the word shall be destroyed: but he that feareth the commandment shall be rewarded.,PROVERBS 13:10,PROVERBS 13:11,PROVERBS 13:12,PROVERBS 13:13,4
101,Poverty and shame shall be to him that refuseth instruction: but he that regardeth reproof shall be honoured.,PROVERBS 13:18,PROVERBS 13:20,PROVERBS 13:22,PROVERBS 14:1,1
102,He that walketh with wise men shall be wise: but a companion of fools shall be destroyed.,PROVERBS 13:18,PROVERBS 13:20,PROVERBS 13:22,PROVERBS 14:1,2
103,A good man leaveth an inheritance to his children's children: and the wealth of the sinner is laid up for the just.,PROVERBS 13:18,PROVERBS 13:20,PROVERBS 13:22,PROVERBS 14:1,3
104,Every wise woman buildeth her house: but the foolish plucketh it down with her hands.,PROVERBS 13:18,PROVERBS 13:20,PROVERBS 13:22,PROVERBS 14:1,4
105,A faithful witness will not lie: but a false witness will utter lies.,PROVERBS 14:5,PROVERBS 14:9,PROVERBS 14:12,PROVERBS 14:17,1
106,Fools make a mock at sin: but among the righteous there is favour.,PROVERBS 14:5,PROVERBS 14:9,PROVERBS 14:12,PROVERBS 14:17,2
107,The house of the wicked shall be overthrown: but the tabernacle of the upright shall flourish.,PROVERBS 14:5,PROVERBS 14:9,PROVERBS 14:11,PROVERBS 14:12,3
108,"There is a way which seemeth right unto a man, but the end thereof are the ways of death.",PROVERBS 14:5,PROVERBS 14:9,PROVERBS 14:12,PROVERBS 14:17,3
109,He that is soon angry dealeth foolishly: and a man of wicked devices is hated.,PROVERBS 14:5,PROVERBS 14:9,PROVERBS 14:12,PROVERBS 14:17,4
110,The poor is hated even of his own neighbour: but the rich hath many friends.,PROVERBS 14:20,PROVERBS 14:27,PROVERBS 14:34,PROVERBS 15:1,1
111,"The fear of the LORD is a fountain of life, to depart from the snares of death.",PROVERBS 14:20,PROVERBS 14:27,PROVERBS 14:34,PROVERBS 15:1,2
112,Righteousness exalteth a nation: but sin is a reproach to any people.,PROVERBS 14:20,PROVERBS 14:27,PROVERBS 14:34,PROVERBS 15:1,3
113,A soft answer turneth away wrath: but grievous words stir up anger.,PROVERBS 14:20,PROVERBS 14:27,PROVERBS 14:34,PROVERBS 15:1,4
114,"The eyes of the LORD are in every place, beholding the evil and the good.",PROVERBS 15:3,PROVERBS 15:4,PROVERBS 15:6,PROVERBS 15:8,1
115,A wholesome tongue is a tree of life: but perverseness therein is a breach in the spirit.,PROVERBS 15:3,PROVERBS 15:4,PROVERBS 15:6,PROVERBS 15:8,2
116,In the house of the righteous is much treasure: but in the revenues of the wicked is trouble.,PROVERBS 15:3,PROVERBS 15:4,PROVERBS 15:6,PROVERBS 15:8,3
117,The sacrifice of the wicked is an abomination to the LORD: but the prayer of the upright is his delight.,PROVERBS 15:3,PROVERBS 15:4,PROVERBS 15:6,PROVERBS 15:8,4
118,The way of the wicked is an abomination unto the LORD: but he loveth him that followeth after righteousness.,PROVERBS 15:9,PROVERBS 15:10,PROVERBS 15:11,PROVERBS 15:13,1
119,Correction is grievous unto him that forsaketh the way: and he that hateth reproof shall die.,PROVERBS 15:9,PROVERBS 15:10,PROVERBS 15:11,PROVERBS 15:13,2
120,Hell and destruction are before the LORD: how much more then the hearts of the children of men?,PROVERBS 15:9,PROVERBS 15:10,PROVERBS 15:11,PROVERBS 15:13,3
121,A merry heart maketh a cheerful countenance: but by sorrow of the heart the spirit is broken.,PROVERBS 15:9,PROVERBS 15:10,PROVERBS 15:11,PROVERBS 15:13,4
122,Better is little with the fear of the LORD than great treasure and trouble therewith.,PROVERBS 15:16,PROVERBS 15:20,PROVERBS 15:22,PROVERBS 15:27,1
123,A wise son maketh a glad father: but a foolish man despiseth his mother.,PROVERBS 15:16,PROVERBS 15:20,PROVERBS 15:22,PROVERBS 15:27,2
124,Without counsel purposes are disappointed: but in the multitude of counsellors they are established.,PROVERBS 15:16,PROVERBS 15:20,PROVERBS 15:22,PROVERBS 15:27,3
125,He that is greedy of gain troubleth his own house; but he that hateth gifts shall live.,PROVERBS 15:16,PROVERBS 15:20,PROVERBS 15:22,PROVERBS 15:27,4
126,The heart of the righteous studieth to answer: but the mouth of the wicked poureth out evil things.,PROVERBS 15:28,PROVERBS 15:29,PROVERBS 15:32,PROVERBS 15:33,1
127,The LORD is far from the wicked: but he heareth the prayer of the righteous.,PROVERBS 15:28,PROVERBS 15:29,PROVERBS 15:32,PROVERBS 15:33,2
128,He that refuseth instruction despiseth his own soul: but he that heareth reproof getteth understanding.,PROVERBS 15:28,PROVERBS 15:29,PROVERBS 15:32,PROVERBS 15:33,3
129,The fear of the LORD is the instruction of wisdom; and before honour is humility.,PROVERBS 15:28,PROVERBS 15:29,PROVERBS 15:32,PROVERBS 15:33,4
130,"The preparations of the heart in man, and the answer of the tongue, is from the LORD.",PROVERBS 16:1,PROVERBS 16:2,PROVERBS 16:3,PROVERBS 16:4,1
131,All the ways of a man are clean in his own eyes; but the LORD weigheth the spirits.,PROVERBS 16:1,PROVERBS 16:2,PROVERBS 16:3,PROVERBS 16:4,2
132,"Commit thy works unto the LORD, and thy thoughts shall be established.",PROVERBS 16:1,PROVERBS 16:2,PROVERBS 16:3,PROVERBS 16:4,3
133,"The LORD hath made all things for himself: yea, even the wicked for the day of evil.",PROVERBS 16:1,PROVERBS 16:2,PROVERBS 16:3,PROVERBS 16:4,4
134,"Every one that is proud in heart is an abomination to the LORD: though hand join in hand, he shall not be unpunished.",PROVERBS 16:5,PROVERBS 16:7,PROVERBS 16:8,PROVERBS 16:9,1
135,"When a man's ways please the LORD, he maketh even his enemies to be at peace with him.",PROVERBS 16:5,PROVERBS 16:7,PROVERBS 16:8,PROVERBS 16:9,2
136,Better is a little with righteousness than great revenues without right.,PROVERBS 16:5,PROVERBS 16:7,PROVERBS 16:8,PROVERBS 16:9,3
137,A man's heart deviseth his way: but the LORD directeth his steps.,PROVERBS 16:5,PROVERBS 16:7,PROVERBS 16:8,PROVERBS 16:9,4
138,"Pride goeth before destruction, and an haughty spirit before a fall.",PROVERBS 16:18,PROVERBS 16:20,PROVERBS 16:25,PROVERBS 16:32,1
139,"He that handleth a matter wisely shall find good: and whoso trusteth in the LORD, happy is he.",PROVERBS 16:18,PROVERBS 16:20,PROVERBS 16:25,PROVERBS 16:32,2
140,"There is a way that seemeth right unto a man, but the end thereof are the ways of death.",PROVERBS 16:18,PROVERBS 16:20,PROVERBS 16:25,PROVERBS 16:32,3
141,He that is slow to anger is better than the mighty; and he that ruleth his spirit than he that taketh a city.,PROVERBS 16:18,PROVERBS 16:20,PROVERBS 16:25,PROVERBS 16:32,4
142,Whoso mocketh the poor reproacheth his Maker: and he that is glad at calamities shall not be unpunished.,PROVERBS 17:5,PROVERBS 17:6,PROVERBS 17:13,PROVERBS 17:17,1
143,Children's children are the crown of old men; and the glory of children are their fathers.,PROVERBS 17:5,PROVERBS 17:6,PROVERBS 17:13,PROVERBS 17:17,2
144,"Whoso rewardeth evil for good, evil shall not depart from his house.",PROVERBS 17:5,PROVERBS 17:6,PROVERBS 17:13,PROVERBS 17:17,3
145,"A friend loveth at all times, and a brother is born for adversity.",PROVERBS 17:5,PROVERBS 17:6,PROVERBS 17:13,PROVERBS 17:17,4
146,A merry heart doeth good like a medicine: but a broken spirit drieth the bones.,PROVERBS 17:22,PROVERBS 17:28,PROVERBS 18:10,PROVERBS 18:13,1
147,"Even a fool, when he holdeth his peace, is counted wise: and he that shutteth his lips is esteemed a man of understanding.",PROVERBS 17:22,PROVERBS 17:28,PROVERBS 18:10,PROVERBS 18:13,2
148,"The name of the LORD is a strong tower: the righteous runneth into it, and is safe.",PROVERBS 17:22,PROVERBS 17:28,PROVERBS 18:10,PROVERBS 18:13,3
149,"He that answereth a matter before he heareth it, it is folly and shame unto him.",PROVERBS 17:22,PROVERBS 17:28,PROVERBS 18:10,PROVERBS 18:13,4
150,"A man's gift maketh room for him, and bringeth him before great men.",PROVERBS 18:16,PROVERBS 18:21,PROVERBS 18:22,PROVERBS 18:24,1
151,Death and life are in the power of the tongue: and they that love it shall eat the fruit thereof.,PROVERBS 18:16,PROVERBS 18:21,PROVERBS 18:22,PROVERBS 18:24,2
152,"Whoso findeth a wife findeth a good thing, and obtaineth favour of the LORD.",PROVERBS 18:16,PROVERBS 18:21,PROVERBS 18:22,PROVERBS 18:24,3
153,A man that hath friends must shew himself friendly: and there is a friend that sticketh closer than a brother.,PROVERBS 18:16,PROVERBS 18:21,PROVERBS 18:22,PROVERBS 18:24,4
154,"A false witness shall not be unpunished, and he that speaketh lies shall not escape.",PROVERBS 19:5,PROVERBS 19:9,PROVERBS 19:17,PROVERBS 19:21,1
155,"A false witness shall not be unpunished, and he that speaketh lies shall perish.",PROVERBS 19:5,PROVERBS 19:9,PROVERBS 19:17,PROVERBS 19:21,2
156,He that hath pity upon the poor lendeth unto the LORD; and that which he hath given will he pay him again.,PROVERBS 19:5,PROVERBS 19:9,PROVERBS 19:17,PROVERBS 19:21,3
157,"There are many devices in a man's heart; nevertheless the counsel of the LORD, that shall stand.",PROVERBS 19:5,PROVERBS 19:9,PROVERBS 19:17,PROVERBS 19:21,4
158,The desire of a man is his kindness: and a poor man is better than a liar.,PROVERBS 19:22,PROVERBS 19:23,PROVERBS 19:24,PROVERBS 20:1,1
159,The fear of the LORD tendeth to life: and he that hath it shall abide satisfied; he shall not be visited with evil.,PROVERBS 19:22,PROVERBS 19:23,PROVERBS 19:24,PROVERBS 20:1,2
160,"A slothful man hideth his hand in his bosom, and will not so much as bring it to his mouth again.",PROVERBS 19:22,PROVERBS 19:23,PROVERBS 19:24,PROVERBS 20:1,3
161,"Wine is a mocker, strong drink is raging: and whosoever is deceived thereby is not wise.",PROVERBS 19:22,PROVERBS 19:23,PROVERBS 19:24,PROVERBS 20:1,4
162,"Who can say, I have made my heart clean, I am pure from my sin?",PROVERBS 20:9,PROVERBS 20:13,PROVERBS 20:18,PROVERBS 20:20,1
163,"Love not sleep, lest thou come to poverty; open thine eyes, and thou shalt be satisfied with bread.",PROVERBS 20:9,PROVERBS 20:13,PROVERBS 20:18,PROVERBS 20:20,2
164,Every purpose is established by counsel: and with good advice make war.,PROVERBS 20:9,PROVERBS 20:13,PROVERBS 20:18,PROVERBS 20:20,3
165,"Whoso curseth his father or his mother, his lamp shall be put out in obscure darkness.",PROVERBS 20:9,PROVERBS 20:13,PROVERBS 20:18,PROVERBS 20:20,4
166,Man's goings are of the LORD; how can a man then understand his own way?,PROVERBS 20:24,PROVERBS 20:27,PROVERBS 20:29,PROVERBS 21:1,1
167,"The spirit of man is the candle of the LORD, searching all the inward parts of the belly.",PROVERBS 20:24,PROVERBS 20:27,PROVERBS 20:29,PROVERBS 21:1,2
168,The glory of young men is their strength: and the beauty of old men is the grey head.,PROVERBS 20:24,PROVERBS 20:27,PROVERBS 20:29,PROVERBS 21:1,3
169,"The king's heart is in the hand of the LORD, as the rivers of water: he turneth it whithersoever he will.",PROVERBS 20:24,PROVERBS 20:27,PROVERBS 20:29,PROVERBS 21:1,4
170,Every way of a man is right in his own eyes: but the LORD pondereth the hearts.,PROVERBS 21:2,PROVERBS 21:9,PROVERBS 21:13,PROVERBS 21:14,1
171,"It is better to dwell in a corner of the housetop, than with a brawling woman in a wide house.",PROVERBS 21:2,PROVERBS 21:9,PROVERBS 21:13,PROVERBS 21:14,2
172,"Whoso stoppeth his ears at the cry of the poor, he also shall cry himself, but shall not be heard.",PROVERBS 21:2,PROVERBS 21:9,PROVERBS 21:13,PROVERBS 21:14,3
173,A gift in secret pacifieth anger: and a reward in the bosom strong wrath.,PROVERBS 21:2,PROVERBS 21:9,PROVERBS 21:13,PROVERBS 21:14,4
174,He that loveth pleasure shall be a poor man: he that loveth wine and oil shall not be rich.,PROVERBS 21:17,PROVERBS 21:19,PROVERBS 21:23,PROVERBS 21:27,1
175,"It is better to dwell in the wilderness, than with a contentious and an angry woman.",PROVERBS 21:17,PROVERBS 21:19,PROVERBS 21:23,PROVERBS 21:27,2
