S/N,QUESTION,OPTION1,OPTION2,OPTION3,OPTION4,ANSWER
34,"All things are lawful unto me, but all things are not expedient: all things are lawful for me, but I will not be brought under the power of any.",1CORINTHIANS 6:12,1CORINTHIANS 6:13,1CORINTHIANS 6:15,1CORINTHIANS 6:16,1
35,"Meats for the belly, and the belly for meats: but God shall destroy both it and them. Now the body is not for fornication, but for the Lord; and the Lord for the body.",1CORINTHIANS 6:12,1CORINTHIANS 6:13,1CORINTHIANS 6:15,1CORINTHIANS 6:16,2
36,"Know ye not that your bodies are the members of Christ? Shall I then take the members of Christ, and make them the members of an harlet? God forbid.",1CORINTHIANS 6:12,1CORINTHIANS 6:13,1CORINTHIANS 6:15,1CORINTHIANS 6:16,3
37,"What? Know ye not that he which is joined to an harlot is one body? For two, saith he, shall be one flesh.",1CORINTHIANS 6:12,1CORINTHIANS 6:13,1CORINTHIANS 6:15,1CORINTHIANS 6:16,4
38,But he that is joined unto the Lord is one spirit.,1CORINTHIANS 6:17,1CORINTHIANS 6:18,1CORINTHIANS 6:19,1CORINTHIANS 6:20,1
39,Flee fornication. Every sin that a man doeth is without the body; but he that committeth fornication sinneth against his own body.,1CORINTHIANS 6:17,1CORINTHIANS 6:18,1CORINTHIANS 6:19,1CORINTHIANS 6:20,2
40,"What? Know ye not that your body is the temple of the Holy Ghost which is in you, which ye have of God, and ye are not your own?",1CORINTHIANS 6:17,1CORINTHIANS 6:18,1CORINTHIANS 6:19,1CORINTHIANS 6:20,3
41,"For ye are bought with aprice: therefore glorify God in your body, and in your spirit, which are God's.",1CORINTHIANS 6:17,1CORINTHIANS 6:18,1CORINTHIANS 6:19,1CORINTHIANS 6:20,4
42,"But if they cannot contain, let them marry: for it is better to marry than to burn.",1CORINTHIANS 7:9,1CORINTHIANS 7:17,1CORINTHIANS 7:19,1CORINTHIANS 7:20,1
43,"But as God hath distributed to every man, as the Lord hath called every one, so let him walk. And so ordain I in all churches.",1CORINTHIANS 7:9,1CORINTHIANS 7:17,1CORINTHIANS 7:19,1CORINTHIANS 7:20,2
44,"Circumcision is nothing, and uncircumcision is nothing, but the keeping of the commandments of God.",1CORINTHIANS 7:9,1CORINTHIANS 7:17,1CORINTHIANS 7:19,1CORINTHIANS 7:20,3
45,Let every man abide in the same calling wherein he was called.,1CORINTHIANS 7:9,1CORINTHIANS 7:17,1CORINTHIANS 7:19,1CORINTHIANS 7:20,4
46,Ye are bought with a price; be not ye the servants of men.,1CORINTHIANS 7:23,1CORINTHIANS 7:24,1CORINTHIANS 8:2,1CORINTHIANS 8:8,1
47,"Brethren, let every man, wherein he is called, therein abide with God.",1CORINTHIANS 7:23,1CORINTHIANS 7:24,1CORINTHIANS 8:2,1CORINTHIANS 8:8,2
48,"And if any man think that he knoweth any thing, he knoweth nothing yet as he ought to know.",1CORINTHIANS 7:23,1CORINTHIANS 7:24,1CORINTHIANS 8:2,1CORINTHIANS 8:8,3
49,"But meat commendeth us not to God: for neither, if we eat, are we the better; neither, if we eat not, are we the worse.",1CORINTHIANS 7:23,1CORINTHIANS 7:24,1CORINTHIANS 8:2,1CORINTHIANS 8:8,4
50,"Wherefore, if meat make my brother to offend, I will eat no flesh while the world standeth, lest I make my brother to offend.",1CORINTHIANS 8:13,1CORINTHIANS 9:7,1CORINTHIANS 9:14,1CORINTHIANS 9:16,1
51,"Who goeth a warfare ant time at his own charges? Who planteth a vineyard, and eateth not of the fruit thereof? Or who feedeth  a flock, and eateth not of the milk of the flock?",1CORINTHIANS 8:13,1CORINTHIANS 9:7,1CORINTHIANS 9:14,1CORINTHIANS 9:16,2
52,Even so hath the Lord ordained that they which preach the gospel should live of the gospel.,1CORINTHIANS 8:13,1CORINTHIANS 9:7,1CORINTHIANS 9:14,1CORINTHIANS 9:16,3
53,"For though I preach the gospel, I have nothing to glory of: for necessity is laid upon me; yea, woe is unto me, if I preach not the gospel!",1CORINTHIANS 8:13,1CORINTHIANS 9:7,1CORINTHIANS 9:14,1CORINTHIANS 9:16,4
54,"For if I do this thing willingly, I have a reward: but if against my will, a dispensation of the gospel is committed unto me.",1CORINTHIANS 9:17,1CORINTHIANS 9:24,1CORINTHIANS 9:25,1CORINTHIANS 9:26,1
55,"Know ye not that they which run in a race run all, but one receiveth the prize? So run, that ye may obtain.",1CORINTHIANS 9:17,1CORINTHIANS 9:24,1CORINTHIANS 9:25,1CORINTHIANS 9:26,2
56,And every man that striveth for the mastery is temperate in all things. Now they do it to obtain a corruptible crown; but we an incorruptible.,1CORINTHIANS 9:17,1CORINTHIANS 9:24,1CORINTHIANS 9:25,1CORINTHIANS 9:26,3
57,"I therefore so run, not as uncertainli; so fight I, not as one that beateth the air:",1CORINTHIANS 9:17,1CORINTHIANS 9:24,1CORINTHIANS 9:25,1CORINTHIANS 9:26,4
58,"But I keep under my body and bring it into subjection: lest that by any means, when I have preached to others, I myself should be a castaway.",1CORINTHIANS 9:24,1CORINTHIANS 9:25,1CORINTHIANS 9:26,1CORINTHIANS 9:27,4
59,"Now all these things happened unto them for ensamples: and they are written for our admonition, upon whom the ends of the world are come.",1CORINTHIANS 10:11,1CORINTHIANS 10:12,1CORINTHIANS 10:13,1CORINTHIANS 10:14,1
60,Wherefore let him that thinketh he standeth take heed lest he fall.,1CORINTHIANS 10:11,1CORINTHIANS 10:12,1CORINTHIANS 10:13,1CORINTHIANS 10:14,2
61,"There hath no temptation taken you but such as is common to man: but God is faithful, who will not suffer you to be tempted above that ye are able; but will with the temptation also make a way to escape, that ye may be able to bear it.",1CORINTHIANS 10:11,1CORINTHIANS 10:12,1CORINTHIANS 10:13,1CORINTHIANS 10:14,3
62,"Wherefore, my dearly beloved, flee from idolatry.",1CORINTHIANS 10:11,1CORINTHIANS 10:12,1CORINTHIANS 10:13,1CORINTHIANS 10:14,4
63,"Ye cannot drink the cup of the Lord, and the cup of devils: ye cannot be partakers of the Lord's table, and of the table of devils.",1CORINTHIANS 10:21,1CORINTHIANS 10:23,1CORINTHIANS 10:26,1CORINTHIANS 10:31,1
64,"All things are lawful for me, but all things are not expedient: all things are lawful for me, but all things edify not.",1CORINTHIANS 10:21,1CORINTHIANS 10:23,1CORINTHIANS 10:26,1CORINTHIANS 10:31,2
65,For the earth is the Lord's and the fulness thereof.,1CORINTHIANS 10:21,1CORINTHIANS 10:23,1CORINTHIANS 10:26,1CORINTHIANS 10:31,3
66,"Whether therefore ye eat, or drink, or whatsoever ye do, do all to the glory of God.",1CORINTHIANS 10:21,1CORINTHIANS 10:23,1CORINTHIANS 10:26,1CORINTHIANS 10:31,4
67,"Be ye followers of me, even as I also am of Christ",1CORINTHIANS 11:1,1CORINTHIANS 11:3,1CORINTHIANS 11:29,1CORINTHIANS 12:3,1
68,But I would have you know that the head of every man is Christ; and the head of the woman is the man; and the head of Christ is God.,1CORINTHIANS 11:1,1CORINTHIANS 11:3,1CORINTHIANS 11:29,1CORINTHIANS 12:3,2
69,"For he that eateth and drinketh unworthily, eateth and drinketh damnation to himself, not discerning the Lord's body.",1CORINTHIANS 11:1,1CORINTHIANS 11:3,1CORINTHIANS 11:29,1CORINTHIANS 12:3,3
70,"Wherefore I give you to understand, that no man speaking by the Spirit of God calleth Jesus accursed: and that no man can say that Jesus is the Lord, but by the Holy Ghost.",1CORINTHIANS 11:1,1CORINTHIANS 11:3,1CORINTHIANS 11:29,1CORINTHIANS 12:3,4
71,"Now there are diversities of gifts, but the same Spirit.",1CORINTHIANS 12:4,1CORINTHIANS 12:5,1CORINTHIANS 12:6,1CORINTHIANS 12:7,1
72,"And there are differences of administrations, but the same Lord.",1CORINTHIANS 12:4,1CORINTHIANS 12:5,1CORINTHIANS 12:6,1CORINTHIANS 12:7,2
73,"And there are diversities of operations, but it is the same God which worketh all in all.",1CORINTHIANS 12:4,1CORINTHIANS 12:5,1CORINTHIANS 12:6,1CORINTHIANS 12:7,3
74,But the manifestation of the Spirit is given to every man to profit withal.,1CORINTHIANS 12:4,1CORINTHIANS 12:5,1CORINTHIANS 12:6,1CORINTHIANS 12:7,4
75,For to one is given by the Spirit the word of wisdom; to another the word of knowledge by the same Spirit;,1CORINTHIANS 12:8,1CORINTHIANS 12:9,1CORINTHIANS 12:10,1CORINTHIANS 12:11,1
76,To another faith by the same Spirit; to another the gifts of healing by the same Spirit;,1CORINTHIANS 12:8,1CORINTHIANS 12:9,1CORINTHIANS 12:10,1CORINTHIANS 12:11,2
77,To another the working of miracles; to another prophecy; to another discerning of spirits; to another divers kinds of tongues; to another the interpretation of tongues.,1CORINTHIANS 12:8,1CORINTHIANS 12:9,1CORINTHIANS 12:10,1CORINTHIANS 12:11,3
78,"But all these worketh that one and the selfsame Spirit, dividing to every man severally as he will.",1CORINTHIANS 12:8,1CORINTHIANS 12:9,1CORINTHIANS 12:10,1CORINTHIANS 12:11,4
79,"For as the body is one, and hath many members, and all the memebers of that one body, being many, are one body; so also is Christ.",1CORINTHIANS 12:12,1CORINTHIANS 12:27,1CORINTHIANS 12:31,1CORINTHIANS 13:1,1
80,"Now ye are the body of Christ, and members in particular.",1CORINTHIANS 12:12,1CORINTHIANS 12:27,1CORINTHIANS 12:31,1CORINTHIANS 13:1,2
81,But covet earnestly the best gifts: and yet shew I unto you a more excellent way.,1CORINTHIANS 12:12,1CORINTHIANS 12:27,1CORINTHIANS 12:31,1CORINTHIANS 13:1,3
82,"Though I speak with the tongues of men and of angels, and have not charity, I am become as sounding brass, or a tinkling cymbal.",1CORINTHIANS 13:1,1CORINTHIANS 13:2,1CORINTHIANS 13:3,1CORINTHIANS 13:8,1
83,"And though I have the gift of prophecy, and understand all mysteries, and all knowledge; and though I have all faith, so that I could remove mountains, and have not charity, I am nothing.",1CORINTHIANS 13:1,1CORINTHIANS 13:2,1CORINTHIANS 13:3,1CORINTHIANS 13:8,2
84,"And though I bestow all my goods to feed the poor, and though I give my body to be burned, and have not charity, it profiteth me nothing.",1CORINTHIANS 13:1,1CORINTHIANS 13:2,1CORINTHIANS 13:3,1CORINTHIANS 13:8,3
85,"Charity never faileth: but whether there be prophecies, they shall fail; whether there be knowledge, it shall vanish away.",1CORINTHIANS 13:1,1CORINTHIANS 13:2,1CORINTHIANS 13:3,1CORINTHIANS 13:8,4
86,"For we know in part, and we prophesy in part.",1CORINTHIANS 13:8,1CORINTHIANS 13:9,1CORINTHIANS 13:11,1CORINTHIANS 13:13,2
87,"When I was a child, I spake as a child, I understood as a child, I thought as a child: but when I became a man, I put away childish things.",1CORINTHIANS 13:8,1CORINTHIANS 13:9,1CORINTHIANS 13:11,1CORINTHIANS 13:13,3
88,"And now abideth faith, hope, charity, these three; but the greatest of these is charity.",1CORINTHIANS 13:8,1CORINTHIANS 13:9,1CORINTHIANS 13:11,1CORINTHIANS 13:13,4
89,"Follow after charity, and desire spiritual gifts, but rather that ye may prophesy.",1CORINTHIANS 14:1,1CORINTHIANS 14:2,1CORINTHIANS 14:10,1CORINTHIANS 14:12,1
90,"For he that speaketh in an unknown tongue speaketh not unto men, but unto God: for no man understandeth him; howbeit in the spirit he speaketh mysteries.",1CORINTHIANS 14:1,1CORINTHIANS 14:2,1CORINTHIANS 14:10,1CORINTHIANS 14:12,2
91,"There are, it may be, so many kinds of voices in the world, and none of them is without signification.",1CORINTHIANS 14:1,1CORINTHIANS 14:2,1CORINTHIANS 14:10,1CORINTHIANS 14:12,3
92,"Even so ye, forasmuch as ye are zealous of spiritual gifts, seek that ye may excel to the edifying of the church.",1CORINTHIANS 14:1,1CORINTHIANS 14:2,1CORINTHIANS 14:10,1CORINTHIANS 14:12,4
93,"Brethren, be not children in understanding: howbeit in malice be ye children, but in understanding be men.",1CORINTHIANS 14:20,1CORINTHIANS 14:32,1CORINTHIANS 14:33,1CORINTHIANS 14:40,1
94,And the spirits of the prophets are subject to the prophets.,1CORINTHIANS 14:20,1CORINTHIANS 14:32,1CORINTHIANS 14:33,1CORINTHIANS 14:40,2
95,"For God is not the author of confusion, but of peace, as in all churches of the saints.",1CORINTHIANS 14:20,1CORINTHIANS 14:32,1CORINTHIANS 14:33,1CORINTHIANS 14:40,3
96,Let all things be done decently and in order.,1CORINTHIANS 14:20,1CORINTHIANS 14:32,1CORINTHIANS 14:33,1CORINTHIANS 14:40,4
97,"But by the grace of God I am what I am: and his grace which was bestowed upon me was not in vain; but I laboured more abundantly than they all: yet not I, but the grace of God which was with me.",1CORINTHIANS 15:10,1CORINTHIANS 15:21,1CORINTHIANS 15:33,1CORINTHIANS 15:45,1
98,"For since by man came death, by man came also the resurrection of the dead.",1CORINTHIANS 15:10,1CORINTHIANS 15:21,1CORINTHIANS 15:33,1CORINTHIANS 15:45,2
99,Be not deceived: evil communications corrupt good manners.,1CORINTHIANS 15:10,1CORINTHIANS 15:21,1CORINTHIANS 15:33,1CORINTHIANS 15:45,3
100,"And so it is written, The first man Adam was made a living soul; the last Adam was made a quickening spirit.",1CORINTHIANS 15:10,1CORINTHIANS 15:21,1CORINTHIANS 15:33,1CORINTHIANS 15:45,4
101,"Now this I say, brethren, that flesh and blood cannot inherit the kingdom of God; neither doth corruption inherit corruption.",1CORINTHIANS 15:50,1CORINTHIANS 15:51,1CORINTHIANS 15:52,1CORINTHIANS 15:55,1
102,"Behold,I shew you a mystery; We shall not all sleep, but we shall all be changed.",1CORINTHIANS 15:50,1CORINTHIANS 15:51,1CORINTHIANS 15:52,1CORINTHIANS 15:55,2
103,"In a moment, in the twinkling of an eye, at the last trump: for the trumpet shall sound, and the dead shall be raised incorruptible, and we shall be changed.",1CORINTHIANS 15:50,1CORINTHIANS 15:51,1CORINTHIANS 15:52,1CORINTHIANS 15:55,3
104,"O death, where is thy sting? O grave, where is thy victory?",1CORINTHIANS 15:50,1CORINTHIANS 15:51,1CORINTHIANS 15:52,1CORINTHIANS 15:55,4
105,"But thanks be to God, which giveth us the victory through our Lord Jesus Christ.",1CORINTHIANS 15:55,1CORINTHIANS 15:56,1CORINTHIANS 15:57,1CORINTHIANS 15:58,3
106,"Therefore my beloved brethren, be ye stedfast, unmoveable, always abounding in the work the Lord, forasmuch as ye know that your labour is not in vain the Lord.",1CORINTHIANS 15:55,1CORINTHIANS 15:56,1CORINTHIANS 15:57,1CORINTHIANS 15:58,4
107,"For a great door and effectual is opened unto me, and there are many adversaries.",1CORINTHIANS 16:9,1CORINTHIANS 16:13,1CORINTHIANS 16:14,1CORINTHIANS 16:22,1
108,"Watch ye stand fast in the faith, quit you like men, be strong.",1CORINTHIANS 16:9,1CORINTHIANS 16:13,1CORINTHIANS 16:14,1CORINTHIANS 16:22,2
109,Let all your things be done with charity.,1CORINTHIANS 16:9,1CORINTHIANS 16:13,1CORINTHIANS 16:14,1CORINTHIANS 16:22,3
110,"If any man love not the Lord Jesus Christ, let him be Anathema. Maranatha.",1CORINTHIANS 16:9,1CORINTHIANS 16:13,1CORINTHIANS 16:14,1CORINTHIANS 16:22,4
